"log2foldchange","p.value","FDR","gene"
0.360402242701998,0.0952283975761938,0.317366379898431,"Olfr726"
0.542696773744146,0.0502995970244863,0.264642760445515,"Olfr728"
0.381306641966294,0.266708744635587,0.485669793621901,"Olfr729"
0.657112286476991,0.0147700675455904,0.210612188523234,"Olfr73"
0.344648171387446,0.0687587902874573,0.287613211917065,"Olfr730"
0.354108500636512,0.502327201529236,0.672171577753493,"Olfr731"
0.547220406729605,0.0198588809474836,0.218801431659333,"Olfr732"
0.0725686259506446,0.555078773464748,0.710470765743871,"Olfr733"
0.269076212621627,0.942718578747842,0.969053140451005,"Olfr734"
0.107334044111322,0.81876712483352,0.893630884073999,"Olfr735"
0.3670159844159,0.365712812789006,0.569184404248725,"Olfr736"
0.62148837674627,0.0733044455271144,0.295777385605975,"Olfr738"
0.605721060887954,0.0906834940576733,0.312344005042212,"Olfr74"
0.321928094887362,0.163384086112652,0.38909233563594,"Olfr742"
0.344648171387446,0.686686782256053,0.806206951370912,"Olfr743"
-0.167109985835258,0.397811111921407,0.594973058827837,"Olfr744"
0.641685090733097,0.0147480033755781,0.210612188523234,"Olfr745"
0.428843298803875,0.257115116197515,0.478949436358815,"Olfr746"
0.194548788411135,0.404705097596947,0.599934884763868,"Olfr747"
0.251538766995964,0.10042868372375,0.322837987591505,"Olfr750"
0.495464349882054,0.00216971439140803,0.174888157011517,"Olfr76"
0.287658192802617,0.154744421979333,0.380378848179049,"Olfr761"
0.43558487668293,0.29762858078826,0.510900484108285,"Olfr763"
0.436570660828485,0.0576967104220092,0.273696981375153,"Olfr765"
0.321928094887363,0.277356977655917,0.49442757527839,"Olfr768"
0.14414097567208,0.558333229690186,0.712439579079371,"Olfr769"
0.501477515218075,0.00991863466651112,0.196724365767663,"Olfr77"
0.531381460516312,0.232177092945231,0.456385498738733,"Olfr770"
0.34268665505416,0.67136892856383,0.795268606218323,"Olfr771"
0.123382415505283,0.174198928939457,0.40038676102354,"Olfr772"
0.286304185156641,0.00412883837545862,0.184799733310565,"Olfr774"
0.792818828899724,0.0284460347281854,0.230195923820681,"Olfr775"
0.442222328605074,0.741914362444378,0.842823497787086,"Olfr777"
0.393821013369148,0.0152357691123048,0.210612188523234,"Olfr78"
0.309328058107729,0.790260517140917,0.87406806533505,"Olfr780"
0.257797757467647,0.179278030571371,0.404744180758392,"Olfr781"
0.298469122063374,0.626030615082921,0.764055886190871,"Olfr782"
0.245112497836532,0.705675483392882,0.818755826764819,"Olfr784"
0.500525398344125,0.0691673488453615,0.287981184060559,"Olfr785"
0.263980745678083,0.323877347467746,0.533910186310717,"Olfr787"
