"Gene","DSP-1001660019915-A-A02.dcc","DSP-1001660019915-A-A03.dcc","DSP-1001660019915-A-A04.dcc","DSP-1001660019915-A-A05.dcc","DSP-1001660019915-A-A06.dcc","DSP-1001660019915-A-A07.dcc","DSP-1001660019915-A-A08.dcc","DSP-1001660019915-A-A09.dcc","DSP-1001660019915-A-A10.dcc","DSP-1001660019915-A-A11.dcc","DSP-1001660019915-A-A12.dcc","DSP-1001660019915-A-B01.dcc","DSP-1001660019915-A-B02.dcc","DSP-1001660019915-A-B03.dcc","DSP-1001660019915-A-B04.dcc","DSP-1001660019915-A-B05.dcc","DSP-1001660019915-A-B06.dcc","DSP-1001660019915-A-B07.dcc","DSP-1001660019915-A-B08.dcc","DSP-1001660019915-A-B09.dcc","DSP-1001660019915-A-B10.dcc","DSP-1001660019915-A-B11.dcc","DSP-1001660019915-A-B12.dcc","DSP-1001660019915-A-C01.dcc","DSP-1001660019915-A-C02.dcc","DSP-1001660019915-A-C03.dcc","DSP-1001660019915-A-C04.dcc","DSP-1001660019915-A-C05.dcc","DSP-1001660019915-A-C07.dcc","DSP-1001660019915-A-C08.dcc","DSP-1001660019915-A-C09.dcc","DSP-1001660019915-A-C10.dcc","DSP-1001660019915-A-C11.dcc","DSP-1001660019915-A-C12.dcc","DSP-1001660019915-A-D02.dcc","DSP-1001660019915-A-D03.dcc","DSP-1001660019915-A-D04.dcc","DSP-1001660019915-A-D05.dcc","DSP-1001660019915-A-D06.dcc","DSP-1001660019915-A-D07.dcc","DSP-1001660019915-A-D08.dcc","DSP-1001660019915-A-D11.dcc","DSP-1001660019915-A-D12.dcc"
"Phkg2",0,1,0,0,0,0,2.32192809488736,0,0,1.58496250072116,1.58496250072116,4.90689059560852,2,1,2.32192809488736,2,0,0,1.58496250072116,1,1,0,4.16992500144231,0,1.58496250072116,2,0,1.58496250072116,0,1,2.58496250072116,1,1,1.58496250072116,2.32192809488736,1.58496250072116,1,1.58496250072116,0,2.32192809488736,1.58496250072116,1,0
"Phlda1",0,0,0,1,1,1.58496250072116,0,1,2,1,1,5.4594316186373,0,0,1,2,0,0,0,0,1.58496250072116,1,4.16992500144231,2,1,0,0,0,0,1,1,0,1.58496250072116,0,2,1,0,0,1,0,0,0,0
"Phlda2",0,0,0,1,0,1,0,0,0,0,2,5.20945336562895,1,1,1,1,1.58496250072116,1,0,0,2.32192809488736,0,3.8073549220576,1.58496250072116,0,1,1.58496250072116,0,0,1,1,0,1,0,1,1,0,2.32192809488736,1.58496250072116,1,1.58496250072116,0,1.58496250072116
"Phlda3",0,0,0,0,0,2.32192809488736,1,2,0,0,0,4.85798099512757,0,1,2,0,0,0,0,0,1,0,2.58496250072116,0,0,1,0,0,1.58496250072116,1.58496250072116,1,1.58496250072116,1,0,1,1.58496250072116,1,1.58496250072116,1.58496250072116,1,0,0,0
"Phldb1",0,2,1,0,1,2.32192809488736,0,2.58496250072116,0,1.58496250072116,1.58496250072116,5.08746284125034,1.58496250072116,0,1,2.32192809488736,0,0,2,1,1,1,3.90689059560852,0,1.58496250072116,0,0,2.58496250072116,0,2,1,1,1.58496250072116,2,1,1.58496250072116,1,3,1,2.32192809488736,2.58496250072116,0,0
"Phldb2",0,0,0,0,2,0,0,0,0,1.58496250072116,1,4.24792751344359,0,0,0,0,0,0,1,1.58496250072116,0,0,3.16992500144231,1,1,0,1.58496250072116,1,0,1,0,0,1,2,1,0,1,0,0,1.58496250072116,1,1,0
"Phldb3",0,0,0,0,0,0,0,1,0,0,0,4.52356195605701,0,0,0,0,0,0,2.32192809488736,2,1,1.58496250072116,2.8073549220576,1.58496250072116,0,1,0,0,1,0,0,3.70043971814109,1.58496250072116,1,1,0,0,1.58496250072116,1,0,0,0,0
"Phlpp1",1,0,0,0,1,0,0,1,0,1,0,4,0,0,0,1.58496250072116,0,0,1,0,0,0,2.58496250072116,1,1,0,1,0,1,1.58496250072116,1,1.58496250072116,0,1,0,1.58496250072116,1,1,0,1,0,0,0
"Phlpp2",0,0,0,0,0,0,1,0,1,2,1.58496250072116,4.95419631038687,1,1,0,0,2,1,0,0,0,0,3.58496250072116,1,1,1,0,0,1,0,0,0,0,1,0,0,1.58496250072116,0,0,1,0,0,0
"Phospho1",1,1.58496250072116,2,0,2,1.58496250072116,2.32192809488736,3.16992500144231,3.16992500144231,2.8073549220576,4.08746284125034,4.52356195605701,2.32192809488736,0,0,2.58496250072116,2,2.58496250072116,2.8073549220576,2.32192809488736,2,4.24792751344359,3.70043971814109,3,2.58496250072116,2.8073549220576,1.58496250072116,2.32192809488736,2,2,2.58496250072116,3,3.4594316186373,3.70043971814109,2.32192809488736,1,1.58496250072116,2.58496250072116,1,2.8073549220576,1.58496250072116,2.32192809488736,1.58496250072116
"Phospho2",0,1.58496250072116,0,0,1,0,0,1,0,2.32192809488736,0,4.90689059560852,1.58496250072116,1,0,0,0,0,1.58496250072116,0,0,2.32192809488736,3.8073549220576,1.58496250072116,0,2,0,0,0,0,0,0,0,0,1,1.58496250072116,2.8073549220576,2,1.58496250072116,0,0,0,0
"Phox2a",0,0,0,2,0,1,0,1,1.58496250072116,0,1,5.12928301694497,0,2,0,1,1.58496250072116,0,2.32192809488736,0,1,0,3.16992500144231,1,0,0,1,2,1,2.32192809488736,1.58496250072116,0,0,1,0,0,2.58496250072116,1.58496250072116,0,0,0,0,1
"Phox2b",0,0,0,0,0,1,0,0,0,1.58496250072116,0,4.85798099512757,0,0,0,0,0,0,1,0,1,0,3.8073549220576,2,0,0,1,1,0,0,0,1.58496250072116,0,0,1,1.58496250072116,1,0,1,3.16992500144231,1,0,0
"Phpt1",0,1,0,0,2,2,1,0,1,2.32192809488736,1.58496250072116,3.4594316186373,1.58496250072116,2,0,0,1.58496250072116,1.58496250072116,1,1.58496250072116,2,2.58496250072116,3.32192809488736,2,1,1,0,1,0,2.32192809488736,2.32192809488736,1,1.58496250072116,2.32192809488736,2,2,0,1,0,1,2.32192809488736,0,1
"Phrf1",0,0,0,0,0,1,1,0,0,1,0,4.39231742277876,0,0,0,0,0,2,0,1,2.58496250072116,0,3.32192809488736,2,1,0,1,1.58496250072116,1,0,1.58496250072116,0,1,1.58496250072116,2,0,0,2.32192809488736,0,1.58496250072116,1,0,0
"Phtf1",0,0,1,1,0,0,0,0,1.58496250072116,1,0,4.39231742277876,0,0,2,0,0,0,1,0,1,0,3,0,0,2.32192809488736,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0
"Phtf2",1,0,0,1,1,0,1.58496250072116,2,0,1,0,4.39231742277876,1,0,0,0,0,0,1.58496250072116,1,0,1,3.4594316186373,3.8073549220576,1.58496250072116,0,0,0,0,1,1,0,0,2.58496250072116,1,0,1.58496250072116,1,1,2.32192809488736,0,0,0
"Phxr4",0,0,1.58496250072116,0,0,0,0,0,0,1,1,4.75488750216347,2.32192809488736,2,0,0,0,0,0,1,1.58496250072116,1.58496250072116,3.58496250072116,1,0,1.58496250072116,1,1,1,0,1,2,0,1,0,0,1.58496250072116,0,2.32192809488736,1,1,1,0
"Phyh",1,0,0,1,0,0,1,0,1,0,0,5.28540221886225,0,0,0,1.58496250072116,2.58496250072116,0,0,1,1.58496250072116,1,3.90689059560852,0,0,0,1,1.58496250072116,2,1.58496250072116,1,0,1,1.58496250072116,0,2.32192809488736,1,0,0,1.58496250072116,0,1,0
"Phyhd1",2,0,0,0,0,0,1,0,0,2.32192809488736,0,5.04439411935845,1.58496250072116,2.58496250072116,0,0,1,0,0,1.58496250072116,1,1,3.70043971814109,0,0,1,2.32192809488736,2,0,2.32192809488736,1.58496250072116,0,1.58496250072116,2.58496250072116,2,1,1.58496250072116,1.58496250072116,2.58496250072116,1,0,0,0
"Phyhip",1,0,1,0,2.32192809488736,2,0,1,0,1.58496250072116,0,4.95419631038687,0,0,2.32192809488736,1.58496250072116,0,1,0,2.8073549220576,0,1,4.08746284125034,2,2,1,1.58496250072116,1.58496250072116,0,1,0,1,2,0,0,0,2,0,1.58496250072116,1,1,0,0
"Phyhipl",2,3,2.58496250072116,1.58496250072116,2.58496250072116,3.8073549220576,2,1,2,3.16992500144231,3.4594316186373,5.12928301694497,2.58496250072116,2.8073549220576,3.4594316186373,3.58496250072116,2.8073549220576,3,3,2.32192809488736,3.58496250072116,3.4594316186373,4.58496250072116,3,2.8073549220576,2,1,3.32192809488736,1,2.8073549220576,2.8073549220576,3.70043971814109,4.08746284125034,3.16992500144231,2,3,2.8073549220576,3.90689059560852,3,2,1.58496250072116,1,0
"Phykpl",0,0,0,0,0,0,1,0,0,1.58496250072116,0,4.85798099512757,0,1,0,0,0,1.58496250072116,3,1,0,1.58496250072116,3.32192809488736,0,0,0,1,1,1,1,1,1,0,0,2,0,1,0,1,2.58496250072116,0,0,0
"Pi15",0,0,0,1,0,0,0,0,0,1,1.58496250072116,3.90689059560852,2,0,2,2,1,0,1.58496250072116,0,1.58496250072116,1.58496250072116,3,0,1.58496250072116,2,1.58496250072116,1.58496250072116,0,0,1,0,0,0,1.58496250072116,0,1,0,2,1.58496250072116,1.58496250072116,0,1
"Pi16",1,0,1,0,2,0,2,0,1.58496250072116,1,0,4.95419631038687,0,0,1,0,0,0,2,1,0,2,3.70043971814109,0,0,1.58496250072116,1.58496250072116,0,1.58496250072116,0,0,0,1,0,1.58496250072116,1,1.58496250072116,1,2.58496250072116,0,1,0,0
"Pi4k2a",1.58496250072116,0,0,0,0,2,2.32192809488736,1.58496250072116,2,1.58496250072116,1.58496250072116,4.85798099512757,0,1.58496250072116,2,0,2.32192809488736,0,0,0,1,0,3.32192809488736,2,1,1.58496250072116,1.58496250072116,1,1,1,1.58496250072116,1,0,2,0,0,2.32192809488736,1,0,0,0,2,0
"Pi4k2b",1,0,1,1,0,1.58496250072116,1.58496250072116,1,0,0,1,4.52356195605701,0,0,1.58496250072116,0,1.58496250072116,1,1,1.58496250072116,1,0,2.58496250072116,1.58496250072116,1,0,0,2,0,1,2,0,1,0,1,1,0,0,1.58496250072116,2,0,0,0
"Pi4ka",2,2,2.8073549220576,2.32192809488736,2.8073549220576,3,1.58496250072116,1.58496250072116,1,1,2.58496250072116,4.90689059560852,2.8073549220576,2.58496250072116,3.4594316186373,1.58496250072116,3.16992500144231,2,1.58496250072116,2.8073549220576,3.32192809488736,2,4.16992500144231,2,1.58496250072116,2.58496250072116,2.32192809488736,2.58496250072116,2.32192809488736,2,0,2.58496250072116,2,3,2.32192809488736,2.58496250072116,1.58496250072116,3.58496250072116,2.32192809488736,2.58496250072116,1,0,2
"Pi4kb",1,0,0,1.58496250072116,1,0,0,1,0,0,1.58496250072116,5.12928301694497,0,0,1.58496250072116,1,0,0,0,0,0,1.58496250072116,3.70043971814109,1,0,2.32192809488736,2,0,2.32192809488736,1.58496250072116,2,0,1,1.58496250072116,0,0,2.32192809488736,1.58496250072116,0,0,0,0,0
"Pianp",1.58496250072116,2.32192809488736,0,2.58496250072116,1.58496250072116,3.4594316186373,1.58496250072116,0,2,3.4594316186373,3.4594316186373,4.85798099512757,1,3,2.58496250072116,2,2.32192809488736,2.58496250072116,2.58496250072116,2.32192809488736,1.58496250072116,2.8073549220576,4,3.16992500144231,2,2,2.58496250072116,2.8073549220576,2.32192809488736,2,2,2.58496250072116,1,3.16992500144231,3.32192809488736,1.58496250072116,3.32192809488736,2.58496250072116,2.8073549220576,3.58496250072116,2.32192809488736,2.58496250072116,0
"Pias1",0,0,0,0,0,0,0,1,1.58496250072116,0,0,4.90689059560852,0,0,0,0,0,0,1,1,0,0,3.4594316186373,0,0,2.32192809488736,1,1,0,1,0,1,0,0,0,1,1.58496250072116,0,0,1.58496250072116,0,1,0
"Pias2",0,0,0,0,0,0,0,0,2,1,0,4.4594316186373,1,0,0,0,1,2,0,1.58496250072116,2,0,3.4594316186373,0,0,2,1,0,2.32192809488736,1,1.58496250072116,0,1.58496250072116,1,1,1.58496250072116,0,2,2.32192809488736,0,1.58496250072116,1,0
"Pias3",0,0,0,0,2,0,1,1.58496250072116,0,0,2,4.90689059560852,0,0,0,0,0,1,0,1.58496250072116,1.58496250072116,0,3.32192809488736,0,1.58496250072116,0,1,1,0,0,1,1,2,1,2.58496250072116,0,0,0,0,0,1,0,0
"Pias4",0,0,0,0,0,1.58496250072116,0,0,1,2,0,5.08746284125034,0,1,0,0,1,1.58496250072116,1.58496250072116,0,1.58496250072116,1,4,1.58496250072116,0,0,1.58496250072116,0,1.58496250072116,1.58496250072116,4.32192809488736,0,0,0,1,0,0,0,0,0,1.58496250072116,0,0
"Pibf1",1,0,0,1,0,0,0,0,0,0,0,4.58496250072116,0,1,0,0,0,1.58496250072116,0,1,0,0,3.90689059560852,2.58496250072116,1.58496250072116,1,0,2,1,0,1,0,0,2,2,2,1.58496250072116,2,1,1,0,0,1
"Picalm",2.58496250072116,1,1,1,1.58496250072116,1.58496250072116,0,0,1,2.32192809488736,2.32192809488736,4.39231742277876,0,2,0,1.58496250072116,1,2,2,0,2.58496250072116,1.58496250072116,3.58496250072116,2,2,1,0,0,0,1.58496250072116,0,1,2,0,0,1,0,1.58496250072116,1.58496250072116,0,1,0,0
"Pick1",0,1,0,1,0,1,0,0,1,0,0,4.85798099512757,0,0,0,1,0,1,2.32192809488736,1,0,1,3.58496250072116,4.16992500144231,1.58496250072116,0,1.58496250072116,0,1,1,0,1,0,0,0,1.58496250072116,0,2.32192809488736,0,0,0,0,0
"Pid1",0,0,1,1,0,0,0,0,0,0,0,4.70043971814109,2,1,1,1,1,0,1,1.58496250072116,0,0,3.32192809488736,1.58496250072116,0,2.32192809488736,1,0,0,2,0,0,1,1.58496250072116,0,1.58496250072116,1.58496250072116,0,0,0,0,1,0
"Pidd1",0,1,0,0,0,0,0,0,1,1,0,5,0,1.58496250072116,1,0,0,1,0,0,0,1,3.4594316186373,1,1,2.58496250072116,0,1,0,2,0,1.58496250072116,0,0,2,2.58496250072116,1,0,0,1,1,0,0
"Piezo1",0,0,0,2.32192809488736,0,1,1,0,0,1,1,4.85798099512757,2,1,0,1,2,1,0,1.58496250072116,0,0,4.16992500144231,1,0,0,0,2,1,1,0,1,0,0,1,1.58496250072116,1,2,1,1.58496250072116,0,0,0
"Piezo2",1,0,0,0,0,0,1,1.58496250072116,0,0,1.58496250072116,3.8073549220576,0,0,0,0,0,0,0,0,1.58496250072116,0,2.8073549220576,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1.58496250072116,0,0,0
"Pif1",0,0,0,1,0,0,0,0,0,2,0,4.39231742277876,0,0,0,0,0,0,1,0,0,0,2.8073549220576,1.58496250072116,1,0,0,1,0,2,1,1.58496250072116,0,1,0,2.58496250072116,0,0,1,0,0,0,0
"Pifo",0,1,0,1.58496250072116,0,0,0,1.58496250072116,2,0,1,4.64385618977472,1,0,0,1,0,0,1,0,0,1,3.4594316186373,1.58496250072116,1.58496250072116,0,0,0,0,2.32192809488736,0,0,0,2.32192809488736,0,0,1,2,1.58496250072116,2.8073549220576,2,0,0
"Piga",1.58496250072116,0,0,0,0,0,1,0,0,2,0,4.95419631038687,0,1,2,1,1,0,1,0,0,1.58496250072116,3.70043971814109,0,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,2,1.58496250072116,2,2.58496250072116,1.58496250072116,2,2.32192809488736,0,2.58496250072116,1.58496250072116,1.58496250072116,2.8073549220576,1.58496250072116,0,0
"Pigb",1,0,2,1,1,1,1,1.58496250072116,2.32192809488736,1.58496250072116,1.58496250072116,5.20945336562895,2,0,1,0,0,1,1.58496250072116,0,2,1.58496250072116,4.08746284125034,2,1,1.58496250072116,1,1.58496250072116,1,1.58496250072116,1,1.58496250072116,2.32192809488736,1.58496250072116,1,1.58496250072116,1.58496250072116,1.58496250072116,1,1.58496250072116,2.58496250072116,0,2.32192809488736
"Pigbos1",0,0,0,0,1.58496250072116,0,0,0,0,0,1,4.8073549220576,1,0,0,0,1,0,2.32192809488736,0,0,1,3.58496250072116,0,0,1,1,0,0,0,0,0,1,1.58496250072116,1,2,1,1,1.58496250072116,0,0,0,0
"Pigc",1,0,0,0,0,0,1,1,0,0,0,3.16992500144231,0,0,1,0,0,1,1,1,1,0,3.32192809488736,0,1.58496250072116,1.58496250072116,0,1.58496250072116,0,1,0,0,1,0,1,1.58496250072116,1,0,0,0,1.58496250072116,0,0
"Pigf",0,0,0,1,1,2,2,0,2,2.32192809488736,0,4.95419631038687,0,0,0,0,0,0,2,1.58496250072116,1,2,4.08746284125034,1,0,2,0,2,0,1,1.58496250072116,1,0,2,0,0,1.58496250072116,2.58496250072116,0,1.58496250072116,0,0,0
"Pigg",0,0,0,0,1,0,0,0,2,0,0,4.64385618977472,0,0,0,0,0,1,0,0,1,1.58496250072116,4.24792751344359,0,0,0,1.58496250072116,2,0,0,2.32192809488736,0,1,0,1.58496250072116,1,1.58496250072116,1.58496250072116,1,2.32192809488736,0,0,0
"Pigh",0,0,0,0,0,0,1.58496250072116,0,1,1.58496250072116,0,5.4594316186373,0,0,0,0,1,0,1,0,0,2,3.70043971814109,0,2,2,0,0,0,1,0,0,0,1,0,2,1.58496250072116,2.58496250072116,0,1,2,0,0
"Pigk",0,1.58496250072116,1,0,0,0,1,0,0,0,1.58496250072116,4.95419631038687,1,0,1,0,1,0,5.28540221886225,0,1.58496250072116,1,4.4594316186373,1,1.58496250072116,2,0,0,0,2.32192809488736,1,0,2,1.58496250072116,1,0,2.32192809488736,1,0,1.58496250072116,0,2,0
"Pigl",0,0,0,0,0,0,1,0,2,0,0,4.95419631038687,1,0,1,1.58496250072116,0,1.58496250072116,1,1.58496250072116,0,0,3,1,0,1,0,0,1,2.32192809488736,2.58496250072116,2,1,1,0,1.58496250072116,1,1,0,1.58496250072116,1,0,0
"Pigm",0,0,0,1,0,0,1,0,0,0,0,4.64385618977472,0,0,0,1,0,0,1.58496250072116,1,1,0,4,0,0,0,0,1,1,0,1.58496250072116,1,0,0,1.58496250072116,1,2,1,2.58496250072116,0,0,0,0
"Pign",0,1,0,1,0,1,2.8073549220576,0,0,0,0,4.39231742277876,0,1.58496250072116,0,0,0,0,2.58496250072116,0,1,0,3.16992500144231,2.32192809488736,0,1,1,0,0,1.58496250072116,2,1,1.58496250072116,1,0,1.58496250072116,0,1.58496250072116,0,1.58496250072116,1.58496250072116,0,0
"Pigo",0,2,0,1.58496250072116,0,0,0,1.58496250072116,1,0,1,5.04439411935845,1.58496250072116,0,1,0,1.58496250072116,0,1,0,1,1,3.16992500144231,1.58496250072116,1,0,0,1.58496250072116,0,0,0,1,1.58496250072116,0,1,0,1.58496250072116,0,1,1,1,0,0
"Pigp",0,0,0,1,0,0,0,2,1.58496250072116,0,1,4.52356195605701,0,1,2.32192809488736,0,0,1,1,1.58496250072116,1.58496250072116,1.58496250072116,3.4594316186373,1,1.58496250072116,1,0,1,0,0,0,1,1,1,0,1,1,1.58496250072116,0,0,1,0,1
"Pigq",0,0,0,1.58496250072116,0,0,2,2,0,0,1.58496250072116,5.12928301694497,1.58496250072116,1,0,0,0,0,2.32192809488736,0,1,0,3.8073549220576,0,1,1,1,0,0,1.58496250072116,0,0,0,1,1,0,0,1,0,1.58496250072116,0,0,0
"Pigr",0,0,0,0,0,0,0,1,0,0,0,4.70043971814109,0,1.58496250072116,0,0,0,0,0,0,1,0,3.16992500144231,0,1,0,1,0,0,2,0,0,0,0,1.58496250072116,0,0,0,0,1,0,0,0
"Pigs",0,0,0,0,0,1.58496250072116,0,0,0,0,0,5.04439411935845,0,1.58496250072116,0,0,0,1,0,0,0,1,3.90689059560852,1,0,0,1.58496250072116,0,1,0,1.58496250072116,0,0,1.58496250072116,2.32192809488736,2,0,1.58496250072116,1.58496250072116,0,0,0,0
"Pigt",1,0,0,1,0,0,0,1,1.58496250072116,1,0,5.12928301694497,0,0,1,0,0,0,2.32192809488736,0,1.58496250072116,2.32192809488736,3.8073549220576,1.58496250072116,0,0,1,1.58496250072116,1,2.8073549220576,0,1.58496250072116,1.58496250072116,0,0,0,2,1,1.58496250072116,0,0,0,0
"Pigu",0,0,0,0,0,0,0,0,1,0,1,5.04439411935845,0,0,0,0,1,1.58496250072116,0,1,1.58496250072116,1.58496250072116,3.90689059560852,1,0,2.8073549220576,1,0,0,1.58496250072116,1,1,1,0,2,1.58496250072116,1.58496250072116,1,1.58496250072116,1,1,0,0
"Pigv",0,0,0,0,0,0,0,1,1,1,1.58496250072116,5.35755200461808,0,0,0,0,0,0,1,0,1,1,3.8073549220576,0,1,1.58496250072116,0,0,0,1,2,0,0,0,0,0,0,1,1,1.58496250072116,0,0,0
"Pigw",0,1,0,0,0,0,0,0,0,0,1,5.12928301694497,1,1,1.58496250072116,0,1,1,1.58496250072116,1.58496250072116,1.58496250072116,0,3.58496250072116,0,0,2,0,1.58496250072116,1,0,0,1.58496250072116,0,1,1,0,0,1.58496250072116,1,1,0,1,0
"Pigx",0,0,0,0,0,0,0,0,0,1,0,4.95419631038687,1,1,0,0,0,2,2,2,0,0,3.70043971814109,0,1,0,1,2,1,2.32192809488736,0,1.58496250072116,0,2.32192809488736,2,1.58496250072116,2,1.58496250072116,0,1,2,0,0
"Pigyl",0,0,0,0,0,1,0,1.58496250072116,0,2.8073549220576,0,5.32192809488736,0,0,0,0,1,0,0,4.58496250072116,0,0,3.16992500144231,2,0,2,1,0,2,2.8073549220576,0,1,1,0,0,1,2,0,1.58496250072116,1,0,0,0
"Pigz",0,0,1,0,2.32192809488736,1.58496250072116,0,2,1,1,0,4.90689059560852,2,0,1.58496250072116,2.32192809488736,2,0,1,1,1,0,4.24792751344359,1.58496250072116,1,0,1,2.8073549220576,0,1,1,1.58496250072116,1,2.8073549220576,2.58496250072116,0,2,2,2,2.58496250072116,1.58496250072116,1,0
"Pih1d1",0,0,0,1,0,0,1,0,2,1,1.58496250072116,4.75488750216347,1.58496250072116,1,1,1.58496250072116,1.58496250072116,0,0,2,2,0,3.16992500144231,1,0,2.32192809488736,1,2.58496250072116,1,1,1,1,0,0,1,1.58496250072116,1.58496250072116,1,1,1,0,1,1
"Pih1d2",1,0,0,0,1,1,1,0,0,0,1,5.08746284125034,0,0,0,0,0,0,0,0,0,0,3.16992500144231,1,1,1,1,0,1,1.58496250072116,0,0,0,1.58496250072116,0,0,0,0,1,0,0,0,0
"Dnaaf6",0,0,0,0,1.58496250072116,0,1,0,1.58496250072116,0,1,5,0,1.58496250072116,2,0,0,1,2,1.58496250072116,0,2,3.90689059560852,0,0,0,0,1.58496250072116,0,0,1,2,1.58496250072116,0,1,1,0,1,1,1.58496250072116,2,0,0
"Dnaaf6b",0,0,0,0,1.58496250072116,0,1,0,1,0,0,4.64385618977472,0,0,0,0,2,0,0,0,0,1.58496250072116,3.16992500144231,0,0,1,1,0,0,1,0,0,0,2.32192809488736,1.58496250072116,1.58496250072116,2.58496250072116,0,1.58496250072116,0,0,0,0
"Pik3ap1",3,1,0,3,0,1.58496250072116,2,1,2,1,0,5.49185309632967,3.16992500144231,3,2,0,2,2,0,0,1.58496250072116,0,4.39231742277876,0,1,0,0,0,1.58496250072116,2.32192809488736,1,2,1.58496250072116,0,1,2,2.32192809488736,0,0,2.32192809488736,0,0,0
"Pik3c2a",1,0,0,1.58496250072116,1,0,0,2,0,1.58496250072116,2.32192809488736,5.24792751344359,1,1,1,0,1.58496250072116,0,1.58496250072116,1.58496250072116,1,1.58496250072116,3.58496250072116,0,1.58496250072116,1,1,1,1.58496250072116,1.58496250072116,1.58496250072116,1,1.58496250072116,1.58496250072116,0,1.58496250072116,1.58496250072116,0,1,3,1,0,0
"Pik3c2b",0,0,0,1,0,0,0,0,0,2,1,4.95419631038687,0,1,0,0,0,1,1,0,1,0,3.8073549220576,1,0,0,0,1.58496250072116,0,0,1.58496250072116,0,0,0,1,1.58496250072116,1.58496250072116,0,1.58496250072116,0,2.32192809488736,0,0
"Pik3c2g",0,0,1,0,0,0,1.58496250072116,1.58496250072116,0,0,0,5.12928301694497,0,0,1,0,1,0,0,0,0,1,3.90689059560852,1.58496250072116,1,1,0,0,0,0,0,1,1.58496250072116,0,1,0,1.58496250072116,1,1.58496250072116,1,1.58496250072116,0,0
"Pik3ca",1.58496250072116,0,0,0,0,0,0,0,0,0,1,4.90689059560852,0,0,0,0,0,0,2,1.58496250072116,0,0,4.24792751344359,0,1.58496250072116,2,0,0,0,1,0,0,0,2,0,1.58496250072116,1,0,0,0,0,1,0
"Pik3cb",0,0,1,1.58496250072116,2,0,0,0,1.58496250072116,0,0,5.16992500144231,1.58496250072116,1.58496250072116,1,0,0,2,1.58496250072116,2.32192809488736,0,1,3.4594316186373,2.8073549220576,1,2.32192809488736,0,1,1.58496250072116,2,0,1,0,2.32192809488736,1,0,0,0,1,0,0,0,0
"Pik3cd",1,0,0,2,0,1,2,0,0,1.58496250072116,1,4.95419631038687,0,0,0,0,1,0,0,0,0,1.58496250072116,3.70043971814109,0,1,0,0,1,0,1.58496250072116,0,1.58496250072116,1.58496250072116,0,0,1,2,0,0,1.58496250072116,0,1,0
"Pik3cg",1.58496250072116,1,0,1,0,1.58496250072116,1.58496250072116,1,1.58496250072116,1,1,5.28540221886225,1,0,1,2.58496250072116,0,0,2,0,1,0,3.8073549220576,0,2.32192809488736,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,0,0,0,1.58496250072116,0,1.58496250072116,2,1.58496250072116,2.8073549220576,0,2.32192809488736,1,0,0
"Pik3ip1",0,0,1,2,1,1.58496250072116,1,1,0,1.58496250072116,0,4.58496250072116,1.58496250072116,0,1,0,1.58496250072116,1,1,0,1,1.58496250072116,4,2.32192809488736,1.58496250072116,1,2,0,0,1.58496250072116,1.58496250072116,2,0,0,1,1,1.58496250072116,2,0,0,0,0,0
"Pik3r1",0,1.58496250072116,0,1,0,0,1.58496250072116,1,0,0,1,4.70043971814109,1,0,0,1,1,1.58496250072116,1,0,0,0,3.16992500144231,1,0,1.58496250072116,1,1,1,1,2,1.58496250072116,1.58496250072116,1,0,0,0,1,1.58496250072116,0,1,1,1
"Pik3r2",0,1,0,0,2.32192809488736,0,1,2.32192809488736,2,0,1,4.64385618977472,2,2,1,0,2.32192809488736,1,2,2,2.32192809488736,0,3.70043971814109,2.32192809488736,1.58496250072116,2.8073549220576,2.58496250072116,1,2.32192809488736,0,1,1,1.58496250072116,1.58496250072116,1,1.58496250072116,2.58496250072116,1.58496250072116,2.32192809488736,2.8073549220576,2,0,0
"Pik3r3",0,1.58496250072116,2.32192809488736,0,0,1.58496250072116,1,1,0,1,0,4.95419631038687,1,1.58496250072116,1,2.32192809488736,0,0,0,2,2.32192809488736,0,3.70043971814109,2.32192809488736,1,2,1,1.58496250072116,1,2.32192809488736,1,0,2.32192809488736,2,1.58496250072116,1,1,1.58496250072116,1,1.58496250072116,0,1,0
"Pik3r4",0,0,0,0,0,1,1.58496250072116,1,1,0,0,4,2,0,0,0,0,0,0,0,1.58496250072116,0,3.16992500144231,2.32192809488736,1.58496250072116,0,1,2.32192809488736,1,0,1.58496250072116,0,1.58496250072116,1,0,0,2,1,0,0,0,0,1
"Pik3r5",0,2,0,2,0,0,0,2,0,0,0,4.90689059560852,0,1,1,0,0,0,0,1,1,2.32192809488736,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"Pik3r6",0,0,0,0,0,0,1,1,2.32192809488736,1,1,5.39231742277876,0,0,0,0,0,2,0,0,0,2.32192809488736,3.70043971814109,1,1,0,0,0,1.58496250072116,1.58496250072116,0,0,0,2,0,1.58496250072116,1,2.32192809488736,1.58496250072116,1,0,0,0
