"Gene","DSP-1001660019915-A-A02.dcc","DSP-1001660019915-A-A03.dcc","DSP-1001660019915-A-A04.dcc","DSP-1001660019915-A-A05.dcc","DSP-1001660019915-A-A06.dcc","DSP-1001660019915-A-A07.dcc","DSP-1001660019915-A-A08.dcc","DSP-1001660019915-A-A09.dcc","DSP-1001660019915-A-A10.dcc","DSP-1001660019915-A-A11.dcc","DSP-1001660019915-A-A12.dcc","DSP-1001660019915-A-B01.dcc","DSP-1001660019915-A-B02.dcc","DSP-1001660019915-A-B03.dcc","DSP-1001660019915-A-B04.dcc","DSP-1001660019915-A-B05.dcc","DSP-1001660019915-A-B06.dcc","DSP-1001660019915-A-B07.dcc","DSP-1001660019915-A-B08.dcc","DSP-1001660019915-A-B09.dcc","DSP-1001660019915-A-B10.dcc","DSP-1001660019915-A-B11.dcc","DSP-1001660019915-A-B12.dcc","DSP-1001660019915-A-C01.dcc","DSP-1001660019915-A-C02.dcc","DSP-1001660019915-A-C03.dcc","DSP-1001660019915-A-C04.dcc","DSP-1001660019915-A-C05.dcc","DSP-1001660019915-A-C07.dcc","DSP-1001660019915-A-C08.dcc","DSP-1001660019915-A-C09.dcc","DSP-1001660019915-A-C10.dcc","DSP-1001660019915-A-C11.dcc","DSP-1001660019915-A-C12.dcc","DSP-1001660019915-A-D02.dcc","DSP-1001660019915-A-D03.dcc","DSP-1001660019915-A-D04.dcc","DSP-1001660019915-A-D05.dcc","DSP-1001660019915-A-D06.dcc","DSP-1001660019915-A-D07.dcc","DSP-1001660019915-A-D08.dcc","DSP-1001660019915-A-D11.dcc","DSP-1001660019915-A-D12.dcc"
"Pfkfb1",0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1.58496250072116,0,1,0,3,0,2.32192809488736,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"Pfkfb2",1.58496250072116,0,0,0,0,1.58496250072116,1,0,1,0,0,4.24792751344359,1.58496250072116,1,0,0,0,0,0,1,1.58496250072116,2,3.90689059560852,1.58496250072116,0,1,1,0,1.58496250072116,1.58496250072116,0,1.58496250072116,2.32192809488736,2.58496250072116,1,1,2.58496250072116,0,2,2,0,0,0
"Pfkfb3",1,0,1,1,0,0,0,1,1.58496250072116,2,0,4,0,0,0,0,0,1,0,1.58496250072116,0,0,2.58496250072116,0,0,0,0,0,0,1,0,0,0,0,1,1.58496250072116,2,0,2.58496250072116,0,0,0,0
"Pfkfb4",0,0,0,0,0,0,0,0,0,0,0,4.90689059560852,0,0,0,1,0,0,0,2.58496250072116,1,0,3.58496250072116,2,0,1.58496250072116,1.58496250072116,2.32192809488736,0,1.58496250072116,0,1.58496250072116,1,0,1,2,1.58496250072116,1,1,1,0,0,0
"Pfkl",2,0,1,0,0,0,0,0,0,0,0,4.58496250072116,1.58496250072116,0,1,1,1,0,0,0,1,1.58496250072116,3.70043971814109,0,0,1,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,2.32192809488736,2.32192809488736,0,1,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,0,0,1,1,0
"Pfkm",1.58496250072116,1.58496250072116,2,0,2.8073549220576,1.58496250072116,1,0,1,1,1.58496250072116,4.58496250072116,2.8073549220576,1,1.58496250072116,1,2.58496250072116,2.32192809488736,0,2.58496250072116,1,2,3.4594316186373,2,2.32192809488736,1.58496250072116,1,1.58496250072116,1,0,1,1,1,3.32192809488736,4.75488750216347,2,1,2,1,1,1,0,1
"Pfkp",0,0,0,1.58496250072116,0,1.58496250072116,0,0,0,1.58496250072116,1.58496250072116,5.04439411935845,1.58496250072116,2.32192809488736,1.58496250072116,0,0,1,1,0,0,0,4.16992500144231,1,1.58496250072116,1.58496250072116,0,0,1.58496250072116,1,1.58496250072116,0,0,1,0,0,1,1,2,0,1,0,0
"Pfn1",2.32192809488736,4,2.32192809488736,3.4594316186373,2.58496250072116,1.58496250072116,2,1,1.58496250072116,0,3,4.4594316186373,3,3.16992500144231,2.58496250072116,1,2.58496250072116,3,2.58496250072116,2.32192809488736,1,1.58496250072116,3.70043971814109,3.16992500144231,2,2,2.58496250072116,2.58496250072116,0,2.32192809488736,1,2.58496250072116,0,2.8073549220576,3,1.58496250072116,2,2.8073549220576,1.58496250072116,2,0,1,0
"Pfn2",0,0,0,1,1,0,2,0,0,0,0,5,0,0,0,1,0,0,1.58496250072116,0,1,0,3.90689059560852,2.8073549220576,0,1,0,1.58496250072116,1,1.58496250072116,1.58496250072116,0,0,1,1,1.58496250072116,1.58496250072116,0,0,0,0,0,1.58496250072116
"Pfn3",0,0,0,1,0,0,0,0,0,1.58496250072116,0,5.04439411935845,1,1,0,0,0,0,0,1,0,0,3.16992500144231,1.58496250072116,0,1.58496250072116,1.58496250072116,0,1,1.58496250072116,0,0,0,0,0,0,0,1,0,0,0,0,0
"Pfn4",0,1,0,0,1.58496250072116,0,0,1.58496250072116,0,1,0,3.8073549220576,0,0,0,0,0,1,1,1.58496250072116,0,1.58496250072116,3,0,1,1.58496250072116,1.58496250072116,1,0,1.58496250072116,0,1,0,1,0,0,0,0,1.58496250072116,0,0,0,1
"Pfpl",0,0,0,1.58496250072116,0,0,0,1.58496250072116,0,0,1,4.85798099512757,0,0,0,1,0,0,1,0,1.58496250072116,0,3.58496250072116,0,0,1.58496250072116,1,1,1,2.58496250072116,0,0,0,1,0,1,2,0,1,1.58496250072116,1,0,0
"Pga5",1,0,0,0,0,0,0,0,0,0,1,4.64385618977472,1.58496250072116,0,0,0,0,0,1,1.58496250072116,1,0,3.70043971814109,0,0,1,1,0,0,0,1,0,0,1,2.32192809488736,0,0,0,0,0,0,1,1.58496250072116
"Pgam1",1.58496250072116,1.58496250072116,3,3,2.58496250072116,1.58496250072116,2,0,0,2.8073549220576,3.16992500144231,4.85798099512757,2.8073549220576,2,2.32192809488736,2.8073549220576,2,2.58496250072116,2.8073549220576,2.8073549220576,3,2,4.16992500144231,3.4594316186373,1.58496250072116,1,1.58496250072116,2,1.58496250072116,2,1.58496250072116,3.16992500144231,2.32192809488736,3.32192809488736,0,2,2.32192809488736,2.32192809488736,2,1.58496250072116,1.58496250072116,0,1.58496250072116
"Pgam2",0,0,0,0,1,1,1.58496250072116,0,0,0,0,5.4262647547021,1,0,0,1,1.58496250072116,0,1,0,0,0,3.16992500144231,1.58496250072116,0,0,0,3.8073549220576,0,0,0,0,0,1,2.8073549220576,0,0,0,1,0,0,1,0
"Pgam5",1,1.58496250072116,0,1,1.58496250072116,1.58496250072116,0,0,1.58496250072116,1,1,5,0,1.58496250072116,0,1,1,0,0,2.32192809488736,0,1,3.90689059560852,1.58496250072116,1,2,2.32192809488736,1.58496250072116,0,0,0,1.58496250072116,2,2.8073549220576,1.58496250072116,1,0,1.58496250072116,1.58496250072116,2,1.58496250072116,0,0
"Pgap1",0,0,0,0,0,0,0,0,1,1.58496250072116,0,5,1.58496250072116,0,2.32192809488736,2.8073549220576,0,0,1.58496250072116,0,1.58496250072116,0,2.8073549220576,1.58496250072116,0,0,0,1,0,0,1,2,1.58496250072116,1.58496250072116,1,0,1,0,2,0,1.58496250072116,1,0
"Pgap2",0,0,0,0,0,1.58496250072116,0,0,0,1.58496250072116,0,3.8073549220576,0,1,0,0,1,0,0,0,2.8073549220576,1,2.58496250072116,0,0,0,0,1.58496250072116,3.32192809488736,0,0,1,1,0,0,0,1.58496250072116,0,1,0,0,0,0
"Pgap3",0,0,0,0,0,0,0,0,0,0,0,4.85798099512757,1,0,0,1,1,0,0,0,0,0,3.32192809488736,0,0,0,0,0,0,0,2,0,0,1.58496250072116,2,1.58496250072116,0,2.32192809488736,0,0,1,0,1
"Pgbd1",0,0,0,1,0,1.58496250072116,0,0,0,1,0,4.8073549220576,2.32192809488736,0,0,0,0,1.58496250072116,0,0,1,1.58496250072116,3.8073549220576,0,1,0,1.58496250072116,1.58496250072116,0,1,0,0,2.58496250072116,1,0,1.58496250072116,1,0,0,1.58496250072116,1,0,0
"Pgbd5",0,0,1,0,1,0,0,1,1.58496250072116,1,1,5.39231742277876,0,0,0,0,0,1,1,1.58496250072116,1.58496250072116,0,3.4594316186373,2,2,2,0,0,0,1.58496250072116,1.58496250072116,0,2,0,2,1.58496250072116,0,1,2.58496250072116,0,1.58496250072116,0,0
"Pgd",2,1,0,0,0,0,2.32192809488736,1,0,0,1,4.8073549220576,1,0,0,2,0,0,1,0,0,1.58496250072116,4.39231742277876,2.32192809488736,0,1,0,1,0,1,0,0,0,1.58496250072116,1,1,0,1,0,0,1,0,0
"Pgf",0,0,1,0,0,0,1,0,0,0,0,4.8073549220576,0,0,1.58496250072116,1,1,0,1.58496250072116,1.58496250072116,1,0,3.70043971814109,0,0,0,0,0,0,0,1,0,1,1.58496250072116,0,1,2.32192809488736,0,0,1,0,0,1
"Pgghg",0,0,0,0,1.58496250072116,0,1.58496250072116,1,2,0,0,5.12928301694497,0,0,1.58496250072116,0,0,0,1.58496250072116,1.58496250072116,1.58496250072116,0,3.16992500144231,0,0,2,0,0,0,1,0,0,0,1.58496250072116,2,1,0,0,2.32192809488736,1.58496250072116,1,0,0
"Pggt1b",0,0,0,1.58496250072116,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3.32192809488736,1,1,0,2.58496250072116,1,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0
"Pgk1",3,3.32192809488736,3.16992500144231,2.32192809488736,2.58496250072116,3,3,1,2.8073549220576,3.4594316186373,3.16992500144231,5.49185309632967,3.32192809488736,3.4594316186373,3.32192809488736,3.58496250072116,3,3.70043971814109,3,2.58496250072116,2.8073549220576,2.8073549220576,4.32192809488736,3.4594316186373,1.58496250072116,3.16992500144231,2.8073549220576,2.58496250072116,2.32192809488736,2.32192809488736,2.32192809488736,2.8073549220576,3.4594316186373,3,1.58496250072116,0,1.58496250072116,3.4594316186373,3.16992500144231,2.32192809488736,0,1.58496250072116,2.32192809488736
"Pgk2",0,0,0,0,0,1,0,1,1,0,0,5.04439411935845,0,0,0,1,0,0,2.32192809488736,0,1,0,3,1,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"Pgls",0,1.58496250072116,2.32192809488736,0,2.58496250072116,2,1.58496250072116,2,2.8073549220576,3,2,4.70043971814109,2.32192809488736,2.32192809488736,3,1,3.4594316186373,2.32192809488736,2.32192809488736,2.32192809488736,3,3.4594316186373,3.8073549220576,3.16992500144231,3,3.16992500144231,2.8073549220576,3,1.58496250072116,3,2.8073549220576,1,2.8073549220576,3.32192809488736,3.16992500144231,1,2.58496250072116,3,2,3.16992500144231,1,2.32192809488736,1.58496250072116
"Pglyrp1",0,0,0,0,1,1,1,0,1,0,0,4.16992500144231,1,0,0,0,0,0,0,0,0,0,3,1,0,2,0,1.58496250072116,1,2,1,1,1.58496250072116,1,1.58496250072116,0,0,1,0,0,1,0,0
"Pglyrp2",0,0,0,1,0,0,0,1,2.32192809488736,0,0,4.85798099512757,0,0,0,1,0,0,2.32192809488736,0,5.52356195605701,0,3.4594316186373,0,0,0,1.58496250072116,0,1,2.32192809488736,0,0,1.58496250072116,2,2.32192809488736,0,0,0,0,1,1,0,0
"Pglyrp3",0,0,0,0,0,1.58496250072116,0,1,1.58496250072116,0,0,5.08746284125034,1.58496250072116,2.32192809488736,0,1,1.58496250072116,0,1,2.32192809488736,1,1,3.4594316186373,1.58496250072116,0,1,2,2,0,0,1,1.58496250072116,1,0,1,1.58496250072116,1,1.58496250072116,1.58496250072116,1.58496250072116,0,1,1
"Pglyrp4",0,0,1,0,1,0,0,1,1,0,1,5.08746284125034,0,0,0,0,0,0,0,0,1.58496250072116,1.58496250072116,3.70043971814109,0,0,0,1,0,0,0,1.58496250072116,1,0,2.32192809488736,0,2,1,0,1,1.58496250072116,1,0,1.58496250072116
"Pgm2",0,0,1,0,1,1,1,1.58496250072116,0,0,0,4.58496250072116,2,0,1,0,0,0,2.32192809488736,1,1.58496250072116,0,2.8073549220576,0,0,2,1,0,0,1,0,1,0,1.58496250072116,1.58496250072116,0,0,1,1.58496250072116,1.58496250072116,0,0,0
"Pgm1",0,0,1.58496250072116,2.58496250072116,0,1.58496250072116,2.32192809488736,1,2,2.32192809488736,0,4.70043971814109,1,2.32192809488736,2.58496250072116,2,1,0,1,1,1.58496250072116,0,3.58496250072116,2.32192809488736,2.32192809488736,1.58496250072116,2.32192809488736,1.58496250072116,2.32192809488736,2,2.32192809488736,1.58496250072116,1.58496250072116,2,0,0,2.32192809488736,1,0,2,0,0,1.58496250072116
"Pgm3",0,0,0,1,0,1,0,0,1,1.58496250072116,1,4.32192809488736,1,2,0,0,0,0,1.58496250072116,0,1.58496250072116,1,2.32192809488736,1.58496250072116,1,1.58496250072116,2,0,0,0,1.58496250072116,0,0,0,2,0,0,0,1.58496250072116,0,0,0,0
"Pgm5",0,0,0,0,0,1,1,1,1.58496250072116,0,0,4.95419631038687,0,2,2,1,0,1,0,0,0,0,4.39231742277876,0,0,1.58496250072116,0,1.58496250072116,1.58496250072116,1,0,1.58496250072116,1,0,0,0,0,0,1,0,0,0,0
"Pgp",0,1,1,0,0,0,1,0,0,2,1,4.58496250072116,0,0,0,1,0,0,1.58496250072116,1,1,0,3.32192809488736,1,1,1,0,1,0,1,2,1,0,1,1.58496250072116,1,2,0,2,1,1,0,0
"Pgpep1",0,0,2,0,0,1,0,2,1.58496250072116,1.58496250072116,0,5.04439411935845,1.58496250072116,2.58496250072116,0,0,0,1.58496250072116,1.58496250072116,0,1,1.58496250072116,4,0,1.58496250072116,0,1,2,0,0,0,1,0,1,0,1.58496250072116,2.32192809488736,1,1,1.58496250072116,2,0,1
"Pgpep1l",1,1,0,0,0,1,0,1.58496250072116,1.58496250072116,0,0,4.24792751344359,1,1,0,0,1,0,1,0,0,0,3.70043971814109,1.58496250072116,1,0,0,1,0,1,1,1,0,2,1.58496250072116,1,2,1.58496250072116,1.58496250072116,1.58496250072116,2,1,1
"Pgr",0,0,0,1,0,1.58496250072116,1,0,0,1,0,4.32192809488736,0,0,1,2,0,0,1.58496250072116,0,0,0,2.58496250072116,0,1.58496250072116,2.32192809488736,0,0,1,1.58496250072116,0,0,0,0,1.58496250072116,1,0,0,0,0,1,0,1
"Pgr15l",0,0,0,0,0,0,0,0,0,0,0,4.58496250072116,0,0,0,0,1,0,0,0,1.58496250072116,0,2.8073549220576,0,0,0,0,0,2.32192809488736,2.32192809488736,0,1,0,1.58496250072116,1,1,1,2.58496250072116,1,2.32192809488736,0,0,0
"Pgrmc1",1,1,1.58496250072116,2,1,0,2,1.58496250072116,1,1.58496250072116,0,4.24792751344359,2.58496250072116,2.32192809488736,1,2,1.58496250072116,2,2.58496250072116,2.8073549220576,1.58496250072116,2,3.8073549220576,1,0,1,1.58496250072116,2,1,2.32192809488736,1.58496250072116,0,1.58496250072116,2.32192809488736,0,2.58496250072116,1,1,2.8073549220576,2.8073549220576,0,0,1.58496250072116
"Pgrmc2",0,0,1.58496250072116,0,1,1,0,1,2,1,1,4.8073549220576,2,0,1.58496250072116,2,0,0,0,1.58496250072116,2.58496250072116,1.58496250072116,3.8073549220576,2.32192809488736,1.58496250072116,0,1,1,1,1,2,1.58496250072116,0,3,0,1,2,2,1,2,0,0,2
"Pgs1",2.58496250072116,2.58496250072116,1,1,2,1,1.58496250072116,0,1,2,2,4.4594316186373,3.32192809488736,3,3.70043971814109,1.58496250072116,1.58496250072116,2.32192809488736,1.58496250072116,2.58496250072116,1,1.58496250072116,3.16992500144231,2.58496250072116,0,0,1.58496250072116,1,0,1,2.8073549220576,2,2.32192809488736,2.32192809488736,3.4594316186373,0,1,2,1,2,0,0,1
"Phactr1",1,0,1,1.58496250072116,3.32192809488736,2,1.58496250072116,2.32192809488736,2.58496250072116,1,2.58496250072116,4.95419631038687,1.58496250072116,1.58496250072116,0,0,2.8073549220576,2.32192809488736,2.32192809488736,2.58496250072116,1,2,3.90689059560852,2.8073549220576,2,3,1.58496250072116,0,2.58496250072116,3.16992500144231,2.32192809488736,3,0,2.8073549220576,2,0,2.8073549220576,2.58496250072116,3.16992500144231,2.8073549220576,0,2,0
"Phactr2",0,0,0,0,1.58496250072116,1,0,0,0,0,0,4.16992500144231,0,0,0,1,0,0,0,0,0,0,2.8073549220576,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1.58496250072116,0
"Phactr3",1.58496250072116,2.8073549220576,2,2.32192809488736,3.32192809488736,3,2.58496250072116,1,2,2.58496250072116,3.16992500144231,4.64385618977472,3.16992500144231,2,2,2.32192809488736,2,3,3.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,4.16992500144231,3.16992500144231,2.58496250072116,2.58496250072116,2,3.16992500144231,0,3,2,2.58496250072116,3.8073549220576,3.32192809488736,2.32192809488736,2.32192809488736,2.58496250072116,3,2.32192809488736,3.16992500144231,0,1.58496250072116,2
"Phactr4",0,2,0,1.58496250072116,1,0,2.32192809488736,0,0,0,1,4.58496250072116,1,0,0,0,0,0,0,1,0,1.58496250072116,3,1.58496250072116,2.32192809488736,1,0,0,0,2,1,2.32192809488736,0,1,0,1,0,1,2,1,1,0,0
"Phax",0,0,0,1,0,0,1.58496250072116,1.58496250072116,0,2,0,4.75488750216347,1.58496250072116,0,0,1,0,0,0,0,1.58496250072116,0,3.90689059560852,2,0,0,0,1.58496250072116,0,1,0,2,0,1.58496250072116,1.58496250072116,0,0,2.58496250072116,0,1,1,0,0
"Phb",1,1.58496250072116,0,1.58496250072116,1,0,2.32192809488736,0,1,2.32192809488736,1,3.70043971814109,0,1,2.8073549220576,0,2.32192809488736,0,1,0,1.58496250072116,0,3.8073549220576,1,0,1,0,1,0,1,1,1,2,2.32192809488736,1,6,0,2.58496250072116,0,2.58496250072116,0,0,0
"Phb2",1,0,1.58496250072116,1,2.8073549220576,2,2.58496250072116,1.58496250072116,2,1.58496250072116,0,4.32192809488736,1,0,2.58496250072116,0,1.58496250072116,0,2.58496250072116,0,1.58496250072116,1.58496250072116,3.32192809488736,1.58496250072116,0,1,1.58496250072116,0,0,1,1,2.8073549220576,1,2.32192809488736,1,0,1,1.58496250072116,2.32192809488736,1.58496250072116,1,0,0
"Phc1",0,0,0,1.58496250072116,0,0,0,0,1,0,1,4.39231742277876,0,0,0,0,1,0,0,0,0,0,3.58496250072116,1,0,0,0,1.58496250072116,0,1,1.58496250072116,0,0,0,0,1.58496250072116,0,1.58496250072116,0,1,0,0,0
"Phc2",0,0,0,1,1.58496250072116,1.58496250072116,1,0,0,2.8073549220576,1,5.12928301694497,1.58496250072116,0,1.58496250072116,0,1,2.32192809488736,0,1,1,0,3,0,1,1.58496250072116,0,1,0,0,0,1,1,0,0,0,2,1.58496250072116,1,1,0,0,0
"Phc3",0,0,0,1,0,2,0,1.58496250072116,2.8073549220576,1,0,4.4594316186373,0,0,0,0,1,0,2.8073549220576,0,0,0,4.16992500144231,1,0,1,0,0,0,1.58496250072116,2.32192809488736,0,1.58496250072116,0,0,1,1.58496250072116,0,2,0,1.58496250072116,0,0
"Pheta1",0,0,0,0,0,0,0,1,1.58496250072116,0,0,4.52356195605701,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,2,0,0,0,0
"Pheta2",0,0,0,0,0,0,0,1,1,1,1,4.70043971814109,0,0,1.58496250072116,0,0,0,2.32192809488736,0,1.58496250072116,0,3.58496250072116,1,0,0,1,0,0,0,1,0,0,1,0,2.32192809488736,2.58496250072116,2,0,0,0,0,0
"Phex",0,1.58496250072116,0,0,1.58496250072116,1,0,0,0,0,0,4.75488750216347,1,0,1,1,1,0,0,0,1,0,3.70043971814109,1,1.58496250072116,2,1.58496250072116,1.58496250072116,1,0,0,1.58496250072116,0,1,0,0,0,2.32192809488736,0,1.58496250072116,0,1,1.58496250072116
"Phf1",1.58496250072116,0,0,2,0,0,0,0,1,0,1.58496250072116,4.70043971814109,0,0,1,0,1,0,1.58496250072116,1.58496250072116,1.58496250072116,0,3.70043971814109,0,1.58496250072116,2,1,0,1,1.58496250072116,0,2,1.58496250072116,1,1,1,1,1.58496250072116,1.58496250072116,0,0,0,0
"Phf10",0,0,0,0,0,1,0,0,0,2,1.58496250072116,5.20945336562895,1.58496250072116,2,1,0,1,1,0,1,1,0,3.4594316186373,0,1.58496250072116,1,0,0,0,2.58496250072116,1,2.32192809488736,2,0,1,1,0,1.58496250072116,2.32192809488736,1,1,0,1
"Phf11a",0,0,1.58496250072116,1.58496250072116,0,0,1,0,0,0,0,4.70043971814109,1.58496250072116,0,0,1,1,0,1,0,0,0,3.70043971814109,0,0,1,0,1,1,1.58496250072116,0,1,0,1,0,1,1.58496250072116,0,1.58496250072116,0,0,0,0
"Phf12",0,0,0,0,1,1,0,1,0,0,0,5.24792751344359,0,0,0,0,0,1.58496250072116,2.32192809488736,1.58496250072116,0,1,4.08746284125034,0,0,1.58496250072116,0,1,0,2,0,1.58496250072116,1,0,0,0,2,2.32192809488736,0,1.58496250072116,0,0,0
"Phf13",1,0,0,0,1,0,1,1,0,0,0,5.20945336562895,0,0,1,1,0,0,1.58496250072116,1.58496250072116,1,0,3.16992500144231,2.32192809488736,0,1,1,1.58496250072116,0,0,1,0,1.58496250072116,0,1,0,1.58496250072116,1.58496250072116,2,1,1.58496250072116,0,1
"Phf14",0,2,1,0,0,2,0,0,1.58496250072116,1,1,4.39231742277876,1.58496250072116,1,1,0,1,1,1.58496250072116,1.58496250072116,1,2.32192809488736,3.90689059560852,1.58496250072116,1,0,0,2.8073549220576,1,2.32192809488736,1,2,0,2,2,1.58496250072116,0,0,0,1,1.58496250072116,0,0
"Phf19",0,0,0,0,0,0,0,0,0,1,0,4.8073549220576,0,0,1.58496250072116,1,0,0,1.58496250072116,0,1,1,3.16992500144231,0,1,1,1.58496250072116,0,1,0,0,0,0,0,2,0,0,0,0,1.58496250072116,0,0,0
"Phf2",0,1,1.58496250072116,1.58496250072116,1,0,0,0,1,1,3,5,2.58496250072116,0,2,2.32192809488736,2.32192809488736,1,1.58496250072116,1.58496250072116,0,0,3.4594316186373,1,1,2,0,0,0,2.32192809488736,1,3,5.12928301694497,3.16992500144231,0,2.8073549220576,2,1.58496250072116,3.16992500144231,2,1,0,0
"Phf20",0,0,1,0,1,0,1,0,1.58496250072116,1,2,5.49185309632967,1,0,0,1,0,0,1,1.58496250072116,1,0,3.4594316186373,2.8073549220576,2,1,0,1,1.58496250072116,0,0,0,1,0,1,0,1.58496250072116,0,1,1,0,1,1
"Phf20l1",0,1,0,0,2,0,1,0,0,1,1,5.12928301694497,1,0,0,0,1,1,0,0,1,0,3.8073549220576,1,1.58496250072116,2,0,0,0,2,1,1,1,0,1,1.58496250072116,1,0,0,0,0,0,0
"Phf21a",1.58496250072116,1,1.58496250072116,1,2.8073549220576,2,1.58496250072116,0,0,1.58496250072116,2.32192809488736,3.90689059560852,2.58496250072116,1,2.32192809488736,0,2,2,2.32192809488736,1.58496250072116,2,2.32192809488736,3.4594316186373,2.32192809488736,1.58496250072116,1.58496250072116,1,2,0,1.58496250072116,1.58496250072116,1,3,2.8073549220576,1,1.58496250072116,2,2.58496250072116,2.8073549220576,2.8073549220576,1,2,1
"Phf21b",0,0,1,1,2,1.58496250072116,0,1,0,0,0,4.4594316186373,1,1,1,0,1,0,1,0,1,0,3.16992500144231,1.58496250072116,0,1,1,1,0,0,0,0,0,0,0,1.58496250072116,0,0,2,1,1.58496250072116,0,0
"Phf23",1,0,0,0,1.58496250072116,0,0,0,1.58496250072116,1.58496250072116,1.58496250072116,4.90689059560852,1.58496250072116,1,0,0,0,1.58496250072116,2,0,0,0,3.70043971814109,2.32192809488736,1.58496250072116,0,1.58496250072116,0,0,2,2,0,1,2.58496250072116,0,0,0,0,1.58496250072116,1.58496250072116,0,0,0
"Phf24",0,0,0,1.58496250072116,1,0,1,0,1.58496250072116,0,0,5.08746284125034,1.58496250072116,0,1,1,1,0,0,0,2,4,3.70043971814109,0,0,1,0,0,1.58496250072116,2.32192809488736,1,0,0,0,1,1,1.58496250072116,2.32192809488736,0,1,0,1.58496250072116,0
"Phf3",1,0,1,2,0,2.58496250072116,2,1,2.32192809488736,1.58496250072116,3.16992500144231,4.64385618977472,2.58496250072116,2.8073549220576,2.32192809488736,1.58496250072116,0,2,1.58496250072116,1,1.58496250072116,3.32192809488736,4.16992500144231,1.58496250072116,2.58496250072116,2.8073549220576,2,2,0,1.58496250072116,2,2.58496250072116,2,1,1.58496250072116,2,1.58496250072116,2.58496250072116,2.8073549220576,2.58496250072116,0,0,1.58496250072116
"Phf5a",0,0,0,0,0,0,0,2,0,1.58496250072116,1,4.52356195605701,0,1.58496250072116,0,0,1,0,0,0,0,2.32192809488736,3.58496250072116,1.58496250072116,0,1.58496250072116,2,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0
"Phf6",0,1,1.58496250072116,0,0,1,2,0,0,0,0,5.32192809488736,0,2,1,1.58496250072116,0,0,0,1,0,1,3.8073549220576,1,0,1.58496250072116,1,2.58496250072116,0,1.58496250072116,0,1.58496250072116,0,0,1,2.58496250072116,0,0,1,1.58496250072116,1.58496250072116,0,0
"Phf7",0,1.58496250072116,0,0,0,1.58496250072116,0,1,1.58496250072116,0,0,5.24792751344359,1,1.58496250072116,0,0,1,1.58496250072116,0,0,1.58496250072116,1,3.8073549220576,0,1,2,0,0,0,1.58496250072116,2,1,1,0,1,0,1,2,0,0,0,1,0
"Phf8",1,1,0,0,0,2,0,2,1,0,0,5.24792751344359,1,0,0,1.58496250072116,1.58496250072116,1.58496250072116,0,1.58496250072116,0,0,3.8073549220576,2,1,1,0,1,0,2,1,0,1.58496250072116,1.58496250072116,0,1.58496250072116,0,1,1.58496250072116,1,1,0,0
"Phgr1",1,1,1,1,0,1.58496250072116,1,1,1,0,0,5.20945336562895,0,2.32192809488736,0,0,0,1.58496250072116,0,2,1,2,3.16992500144231,0,0,0,0,0,0,2.32192809488736,0,5.16992500144231,0,1,1.58496250072116,1.58496250072116,2.32192809488736,0,0,0,1.58496250072116,0,0
"Phip",1,0,0,0,1,1,0,0,2,0,2.32192809488736,4.4594316186373,2.32192809488736,1.58496250072116,0,1,2.32192809488736,2,2,0,2,0,4.24792751344359,1,1,2,2.32192809488736,0,1,1.58496250072116,1,0,0,0,2.32192809488736,2.32192809488736,1.58496250072116,1,0,1.58496250072116,2,0,1
"Phka1",0,0,1.58496250072116,0,0,0,0,1,1,0,0,4.52356195605701,1,2.32192809488736,0,1,0,0,2,0,0,0,2.58496250072116,1,1,1,2,0,1,0,0,1.58496250072116,0,0,1,1,1.58496250072116,0,2,1,3.4594316186373,0,1
"Phka2",0,0,0,0,1,1,2,0,0,1,1,4.90689059560852,0,0,0,0,1,0,2,1,2,0,4,1.58496250072116,2.8073549220576,1,0,0,2,1.58496250072116,0,0,1.58496250072116,2,1,1.58496250072116,1.58496250072116,1,2,1,2,1.58496250072116,1
"Phkb",0,0,0,2,1.58496250072116,0,0,1,1,0,0,5.28540221886225,0,2,1,0,1.58496250072116,1,0,1.58496250072116,1,1,4.08746284125034,1.58496250072116,0,1,0,1.58496250072116,0,1.58496250072116,1,2.32192809488736,1,1,1,0,2.58496250072116,1.58496250072116,1,0,2,0,0
"Phkg1",1,0,0,0,1,1.58496250072116,1,0,1,0,0,4.75488750216347,0,0,1,1,0,0,1.58496250072116,0,0,1,2.32192809488736,2.32192809488736,2,1,1.58496250072116,1,0,1,2.32192809488736,1.58496250072116,0,2.32192809488736,0,0,1,1.58496250072116,0,1.58496250072116,1,0,1
