"log2foldchange","p.value","FDR","gene","direction"
0.161555411352455,0.96882774514618,1,"Cdk4","ns"
0.00927021461713506,0.844789512520993,1,"Cdk5","ns"
-0.560750964926689,0.110199052964448,0.73735131086174,"Cdk5r2","ns"
-0.0461293124976307,0.813699360723778,0.998180567365338,"Cdk5rap2","ns"
0.142325483961948,0.600103990129037,0.970909728271936,"Cdk8","ns"
-0.313637596885328,0.0896036506560954,0.689018338470288,"Cdk9","ns"
0.0993303500214537,0.507782343513529,0.954783665705453,"Cdkal1","ns"
0.0746743541536365,0.937870274350684,1,"Cdkn1b","ns"
-0.339400447984148,0.844132531813708,1,"Cdkn1c","ns"
0.131640054454669,0.656937939713796,0.980752189523642,"Cdkn2c","ns"
1.63783179757016,0.331922050828577,0.895215226969384,"Cdkn2d","ns"
-0.407290666505061,0.0450850736275655,0.583891800855689,"Cdkn3","ns"
-0.470506774327146,0.493877297413478,0.954783665705453,"Cdon","ns"
-0.379519919379047,0.0613546146485615,0.629851610166049,"Cdpf1","ns"
-0.220288098814974,0.306226018833184,0.893070029324815,"Cdr1","ns"
0.13780648819937,0.381924373248905,0.914441647138437,"Cdrt4","ns"
-1.06834725851919,0.25874432802821,0.864657945707006,"Cds1","ns"
0.0103611361313036,0.56180245689531,0.962744449880033,"Cds2","ns"
0.521134266065983,0.0846224698317541,0.674884345115341,"Cdt1","ns"
0.427348808492892,0.131298051448921,0.755265182848241,"Cdv3","ns"
0.0841383715456971,0.543581757817486,0.962744449880033,"Cdyl","ns"
-0.690174013813825,0.0102287340263284,0.353948011307743,"Ceacam15","ns"
0.131050157933958,0.937655025831676,1,"Ceacam2","ns"
-0.223339187015022,0.239962550111136,0.855271715600815,"Ceacam3","ns"
0.429727502582996,0.0294315156097288,0.50195419901399,"Cebpb","ns"
0.140315922668986,0.455870364697409,0.939640002886245,"Cebpd","ns"
-0.589458896932835,0.0723481337300281,0.654258392932241,"Cebpe","ns"
-0.275714018676418,0.522176103176544,0.961914848836852,"Cela3a","ns"
-0.0559178022642632,1,1,"Celf1","ns"
0.652690662627462,0.00861133735078162,0.329275520435823,"Celf2","ns"
-0.213179681907554,0.668255354632074,0.980752189523642,"Celf3","ns"
0.0371849327228611,0.522512111645089,0.961914848836852,"Celf4","ns"
-0.448194793967864,0.0778491993123774,0.662959268570825,"Celf6","ns"
-0.502528371980638,0.0358225004406443,0.551429446121241,"Celsr3","ns"
-0.147946280130953,0.319844232787405,0.895215226969384,"Cemip2","ns"
-0.620659026323181,0.0408264300091682,0.566027359100619,"Cend1","ns"
-0.172252763071271,0.846078931983925,1,"Cenpb","ns"
0.131165801121333,0.417361206317517,0.925578056595044,"Cenph","ns"
0.246694957501277,0.411303743103097,0.925091413747307,"Cenpj","ns"
0.128176140554921,0.5063113778683,0.954783665705453,"Cenpl","ns"
0.175754497667579,0.611025306935597,0.970909728271936,"Cenpp","ns"
0.174086642133564,0.386806487285555,0.914441647138437,"Cenpq","ns"
-0.271430540931445,0.634093776106816,0.974811859859798,"Cenpv","ns"
-0.4680205595573,0.345307995040081,0.904949258187915,"Cenpw","ns"
0.296912853905551,0.725464084910264,0.985922518491801,"Cenpx","ns"
-0.229476870566185,0.272940132381982,0.869905614529372,"Cep112","ns"
-0.197966308186768,0.149609363633597,0.782954141698409,"Cep126","ns"
-0.165377772275916,0.43640658750928,0.934722483373357,"Cep152","ns"
0.189942320956577,0.785557156013915,0.996096087873682,"Cep170b","ns"
-0.336938139635648,0.459687349783474,0.939640002886245,"Cep19","ns"
-0.467025338632872,0.475427822917008,0.948592676755966,"Cep192","ns"
0.0208571370301027,0.875210936514452,1,"Cep295","ns"
-0.366190933837317,0.750428340794026,0.99025616289514,"Cep295nl","ns"
-0.300501705639594,0.907171028932719,1,"Cep350","ns"
0.213687793250064,0.365779495214042,0.910719461804429,"Cep41","ns"
0.198977637860968,0.534626074908287,0.961914848836852,"Cep57l1","ns"
-0.58285028904495,0.10896999584124,0.73735131086174,"Cep63","ns"
-0.312152420293959,0.243043493827813,0.855271715600815,"Cep68","ns"
