"UMAP_1","UMAP_2","cluster","myeloid_binary"
-0.272629050857333,-0.772343029141832,"Homeostatic Microglia","Myeloid"
0.0633985713655676,1.39409769618471,"Homeostatic Microglia","Myeloid"
-0.177679328567294,2.74965954863984,"IFN-Responsive Microglia","Myeloid"
0.283412189834806,-0.496168483853746,"Mitochondrial-Activated Microglia","Myeloid"
0.0302684024507727,-1.71199594891112,"Mitochondrial-Activated Microglia","Myeloid"
-1.94360354388407,1.32182849490602,"Primed Microglia","Myeloid"
0.906635017746183,1.9806000097986,"Homeostatic Microglia","Myeloid"
1.57046768223593,0.840727220415663,"Transiently Activated Microglia","Myeloid"
2.58935424839804,0.718693862795424,"Transiently Activated Microglia","Myeloid"
1.75904295002768,-1.40363537228148,"Transiently Activated Microglia","Myeloid"
-0.640636710769442,-2.75990902340453,"IFN-Responsive Microglia","Myeloid"
-0.345209388381747,-3.48575149929564,"Homeostatic Microglia","Myeloid"
0.58932468449423,3.26622588479478,"IFN-Responsive Microglia","Myeloid"
-0.553202418929843,-0.603725780606676,"Homeostatic Microglia","Myeloid"
-1.76501992190531,1.49479759776552,"Transiently Activated Microglia","Myeloid"
2.20823547398398,3.02523310029466,"Infiltrating Macrophages","Myeloid"
2.86687919651816,2.74674988830049,"Infiltrating Macrophages","Myeloid"
-2.56938388789347,2.21998418414552,"IEG-High Microglia","Myeloid"
-0.804832725173739,0.637509475588392,"Cycling Myeloid Progenitors","Myeloid"
-0.677159099227694,1.54770434939821,"Transiently Activated Microglia","Myeloid"
-1.23865249598673,-3.46268211758177,"Mitochondrial-Activated Microglia","Myeloid"
-0.58595779383829,0.253682266115736,"Transiently Activated Microglia","Myeloid"
0.596584053390714,0.0384529932733289,"Homeostatic Microglia","Myeloid"
-1.314846305496,-2.70707212841551,"Transiently Activated Microglia","Myeloid"
1.32067272221396,0.12532437884767,"Transiently Activated Microglia","Myeloid"
2.30973741566488,-0.955967296719957,"Homeostatic Microglia","Myeloid"
-1.63689949954203,0.847571502565931,"Homeostatic Microglia","Myeloid"
-0.272374419814852,-1.44343506252806,"Transiently Activated Microglia","Myeloid"
-1.20472362483194,1.41153277003724,"Transiently Activated Microglia","Myeloid"
1.99954864537069,3.89740821266134,"Infiltrating Macrophages","Myeloid"
1.26686069523642,2.62063408935029,"Transiently Activated Microglia","Myeloid"
1.4511105731661,2.46372212016542,"IFN-Responsive Microglia","Myeloid"
-2.65370657885721,1.26259673678834,"IEG-High Microglia","Myeloid"
3.16426631962607,2.72359086120088,"Infiltrating Macrophages","Myeloid"
1.11625310932943,-0.687539924741198,"IFN-Responsive Microglia","Myeloid"
0.841656418197843,-1.27547489559691,"Homeostatic Microglia","Myeloid"
-1.95086148226908,2.17779530131776,"Homeostatic Microglia","Myeloid"
1.82950517689535,-1.46725737011473,"Mitochondrial-Activated Microglia","Myeloid"
-0.679546622878817,0.239056001543593,"Homeostatic Microglia","Myeloid"
0.0122768596346106,-0.424458374143053,"Homeostatic Microglia","Myeloid"
1.34536096607992,-1.20818745052855,"Homeostatic Microglia","Myeloid"
1.92201444660971,0.123569618105482,"Mitochondrial-Activated Microglia","Myeloid"
3.12597248112509,3.41719539010484,"Infiltrating Macrophages","Myeloid"
-2.63867643321207,-1.35806118404906,"Transiently Activated Microglia","Myeloid"
-0.209067134506014,2.35103858554323,"IFN-Responsive Microglia","Myeloid"
-1.87173631632974,-2.47392164623778,"Homeostatic Microglia","Myeloid"
-1.42498925173929,2.44824744307954,"Homeostatic Microglia","Myeloid"
-0.0682132526700769,-1.57506786739867,"Mitochondrial-Activated Microglia","Myeloid"
-1.39538600886515,-0.210474838376451,"Homeostatic Microglia","Myeloid"
2.27128669773886,0.278518091082167,"Mitochondrial-Activated Microglia","Myeloid"
0.763294906967374,-0.3655708924536,"IFN-Responsive Microglia","Myeloid"
2.01549884831259,-1.2467530862097,"Homeostatic Microglia","Myeloid"
2.24397966420004,3.75239930593927,"Infiltrating Macrophages","Myeloid"
3.52356121098349,3.31067503535707,"Infiltrating Macrophages","Myeloid"
-0.72300031626871,-2.61721979534667,"Transiently Activated Microglia","Myeloid"
-1.61399367297342,-2.919418682218,"Primed Microglia","Myeloid"
2.15909645115683,1.30224360072572,"Infiltrating Macrophages","Myeloid"
2.37138483082602,1.60396565043886,"Primed Microglia","Myeloid"
-1.67586448634317,1.76396120631654,"Homeostatic Microglia","Myeloid"
-0.443597583419589,0.494062791704725,"IFN-Responsive Microglia","Myeloid"
0.20605823551962,3.10962534987886,"IFN-Responsive Microglia","Myeloid"
0.0897357181246008,-3.99671923077147,"IFN-Responsive Microglia","Myeloid"
1.91326829945395,0.35256351077516,"IFN-Responsive Microglia","Myeloid"
