"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","gene_set_db","cluster","direction","cluster_dir","Pathway","logp"
NA,NA,"GO:0050920","regulation of chemotaxis","3/30","195/15173",0.00657395751288533,0.0297023353082183,0.0191556943796515,"227541/16149/19271",3,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","regulation of chemotaxis [GO_BP]",1.52720940349083
NA,NA,"GO:0002520","immune system development","3/30","197/15173",0.0067614372931489,0.0304111704497285,0.019612837873435,"14972/14964/56045",3,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","immune system development [GO_BP]",1.5169668646281
NA,NA,"GO:0031345","negative regulation of cell projection organization","3/30","200/15173",0.00704861654293627,0.0315600218183723,0.0203537575848658,"14972/14964/12010",3,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","negative regulation of cell projection organization [GO_BP]",1.50086270522195
NA,NA,"GO:0030099","myeloid cell differentiation","4/30","395/15173",0.00725693566627227,0.0323470585303795,0.0208613350047666,"12010/20846/16149/17342",4,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","myeloid cell differentiation [GO_BP]",1.49016520563225
NA,NA,"GO:2000116","regulation of cysteine-type endopeptidase activity","3/30","203/15173",0.0073429882125849,0.0325845101933455,0.0210144728452265,"20846/637515/15511",3,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","regulation of cysteine-type endopeptidase activity [GO_BP]",1.48698880288462
NA,NA,"GO:0002886","regulation of myeloid leukocyte mediated immunity","2/30","66/15173",0.00749421720252868,0.0331077862191711,0.0213519451524677,"14972/14964",2,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","regulation of myeloid leukocyte mediated immunity [GO_BP]",1.48006985775415
NA,NA,"GO:0071216","cellular response to biotic stimulus","3/30","206/15173",0.00764459701828097,0.0336226966202269,0.0216840222828743,"12010/20846/17084",3,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","cellular response to biotic stimulus [GO_BP]",1.47336745804945
NA,NA,"GO:0051262","protein tetramerization","2/30","67/15173",0.00771536870523934,0.0337844779427661,0.0217883586435927,"12010/56045",2,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","protein tetramerization [GO_BP]",1.47128278765591
NA,NA,"GO:0002704","negative regulation of leukocyte mediated immunity","2/30","69/15173",0.00816646399400002,0.035447446332035,0.0228608438168054,"14972/14964",2,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","negative regulation of leukocyte mediated immunity [GO_BP]",1.45041504634419
NA,NA,"GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","2/30","69/15173",0.00816646399400002,0.035447446332035,0.0228608438168054,"20846/637515",2,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","activation of cysteine-type endopeptidase activity involved in apoptotic process [GO_BP]",1.45041504634419
NA,NA,"GO:0002712","regulation of B cell mediated immunity","2/30","70/15173",0.00839638447829787,0.0358197689760862,0.0231009629423239,"14972/14964",2,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","regulation of B cell mediated immunity [GO_BP]",1.44587721951252
NA,NA,"GO:0002889","regulation of immunoglobulin mediated immune response","2/30","70/15173",0.00839638447829787,0.0358197689760862,0.0231009629423239,"14972/14964",2,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","regulation of immunoglobulin mediated immune response [GO_BP]",1.44587721951252
NA,NA,"GO:0050766","positive regulation of phagocytosis","2/30","70/15173",0.00839638447829787,0.0358197689760862,0.0231009629423239,"227541/19271",2,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","positive regulation of phagocytosis [GO_BP]",1.44587721951252
NA,NA,"GO:0051899","membrane depolarization","2/30","70/15173",0.00839638447829787,0.0358197689760862,0.0231009629423239,"12010/12296",2,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","membrane depolarization [GO_BP]",1.44587721951252
NA,NA,"GO:0050730","regulation of peptidyl-tyrosine phosphorylation","3/30","216/15173",0.00870277317748686,0.0369681903351365,0.0238416053310369,"547253/16149/19271",3,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","regulation of peptidyl-tyrosine phosphorylation [GO_BP]",1.43217180846666
NA,NA,"GO:0051604","protein maturation","4/30","426/15173",0.00942049134950443,0.0398466740485421,0.0256980032781554,"12010/14229/16149/15511",4,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","protein maturation [GO_BP]",1.3996079227659
NA,NA,"GO:0042267","natural killer cell mediated cytotoxicity","2/30","77/15173",0.0100863749742003,0.0423031929297682,0.0272822667523339,"14972/14964",2,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","natural killer cell mediated cytotoxicity [GO_BP]",1.37362685202337
NA,NA,"GO:0046635","positive regulation of alpha-beta T cell activation","2/30","77/15173",0.0100863749742003,0.0423031929297682,0.0272822667523339,"14972/14964",2,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","positive regulation of alpha-beta T cell activation [GO_BP]",1.37362685202337
NA,NA,"GO:0022407","regulation of cell-cell adhesion","4/30","438/15173",0.0103603618286508,0.0432697464608356,0.0279056185477591,"14972/14964/12010/16149",4,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","regulation of cell-cell adhesion [GO_BP]",1.36381564954319
NA,NA,"GO:0002703","regulation of leukocyte mediated immunity","3/30","233/15173",0.0106914323423908,0.0442803489514017,0.0285573784934911,"14972/14964/12010",3,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","regulation of leukocyte mediated immunity [GO_BP]",1.35378896532107
NA,NA,"GO:0050670","regulation of lymphocyte proliferation","3/30","233/15173",0.0106914323423908,0.0442803489514017,0.0285573784934911,"14972/14964/16149",3,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","regulation of lymphocyte proliferation [GO_BP]",1.35378896532107
NA,NA,"GO:0002228","natural killer cell mediated immunity","2/30","80/15173",0.0108531765271891,0.0443952982223292,0.028631511826113,"14972/14964",2,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","natural killer cell mediated immunity [GO_BP]",1.35266302232283
NA,NA,"GO:0002526","acute inflammatory response","2/30","80/15173",0.0108531765271891,0.0443952982223292,0.028631511826113,"14972/14964",2,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","acute inflammatory response [GO_BP]",1.35266302232283
NA,NA,"GO:0046718","viral entry into host cell","2/30","80/15173",0.0108531765271891,0.0443952982223292,0.028631511826113,"17069/16149",2,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","viral entry into host cell [GO_BP]",1.35266302232283
NA,NA,"GO:0032944","regulation of mononuclear cell proliferation","3/30","237/15173",0.0111946401963397,0.0456043948982034,0.0294112850714877,"14972/14964/16149",3,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","regulation of mononuclear cell proliferation [GO_BP]",1.34099330233413
NA,NA,"GO:0002637","regulation of immunoglobulin production","2/30","83/15173",0.0116450473585486,0.0472456207118256,0.0304697479757511,"14972/14964",2,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","regulation of immunoglobulin production [GO_BP]",1.3256384408866
NA,NA,"GO:0032496","response to lipopolysaccharide","3/30","241/15173",0.0117114447412539,0.0473218539544975,0.030518912483627,"12010/20846/17084",3,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","response to lipopolysaccharide [GO_BP]",1.32493824911521
NA,NA,"GO:0044409","entry into host","2/30","84/15173",0.0119145227936716,0.0479475127810105,0.0309224137283018,"17069/16149",2,"GO_BP","Transiently_Activated_Microglia","UP","Transiently_Activated_Microglia_UP","entry into host [GO_BP]",1.31923391640778
NA,NA,"R-MMU-9018677","Biosynthesis of DHA-derived SPMs","2/16","11/6898",0.00027409309432024,0.010725341965072,0.00748121506758353,"15446/17001",2,"Reactome","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","Biosynthesis of DHA-derived SPMs [Reactome]",1.96958885194733
NA,NA,"R-MMU-9018678","Biosynthesis of specialized proresolving mediators (SPMs)","2/16","12/6898",0.000328466795364332,0.010725341965072,0.00748121506758353,"15446/17001",2,"Reactome","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","Biosynthesis of specialized proresolving mediators (SPMs) [Reactome]",1.96958885194733
NA,NA,"R-MMU-416700","Other semaphorin interactions","2/16","13/6898",0.000387662962592965,0.010725341965072,0.00748121506758353,"22177/83433",2,"Reactome","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","Other semaphorin interactions [Reactome]",1.96958885194733
NA,NA,"R-MMU-2173782","Binding and Uptake of Ligands by Scavenger Receptors","2/16","20/6898",0.000935404640011441,0.0194096462802374,0.0135387513685866,"11816/20692",2,"Reactome","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","Binding and Uptake of Ligands by Scavenger Receptors [Reactome]",1.71198237908566
NA,NA,"R-MMU-2424491","DAP12 signaling","2/16","29/6898",0.00197462872409688,0.0327788368200082,0.0228641220684902,"22177/83433",2,"Reactome","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","DAP12 signaling [Reactome]",1.48440646173608
NA,NA,"GO:0060142","regulation of syncytium formation by plasma membrane fusion","4/25","27/15173",9.80380903720011e-08,0.000106273289963249,7.13098109968976e-05,"52163/22177/67220/83433",4,"GO_BP","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","regulation of syncytium formation by plasma membrane fusion [GO_BP]",3.97357587450951
NA,NA,"GO:0000768","syncytium formation by plasma membrane fusion","4/25","54/15173",1.71455631711977e-06,0.000538437532279854,0.000361293780156709,"52163/22177/67220/83433",4,"GO_BP","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","syncytium formation by plasma membrane fusion [GO_BP]",3.2688646748355
NA,NA,"GO:0140253","cell-cell fusion","4/25","54/15173",1.71455631711977e-06,0.000538437532279854,0.000361293780156709,"52163/22177/67220/83433",4,"GO_BP","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","cell-cell fusion [GO_BP]",3.2688646748355
NA,NA,"GO:0006949","syncytium formation","4/25","56/15173",1.98685436265629e-06,0.000538437532279854,0.000361293780156709,"52163/22177/67220/83433",4,"GO_BP","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","syncytium formation [GO_BP]",3.2688646748355
NA,NA,"GO:0060143","positive regulation of syncytium formation by plasma membrane fusion","3/25","23/15173",6.84728492525104e-06,0.00148449137179443,0.000996099764915467,"52163/22177/83433",3,"GO_BP","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","positive regulation of syncytium formation by plasma membrane fusion [GO_BP]",2.8284223222801
NA,NA,"GO:0048678","response to axon injury","3/25","62/15173",0.000140153402220155,0.0242152747566151,0.0162485481227627,"22177/83433/70839",3,"GO_BP","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","response to axon injury [GO_BP]",1.61591059890302
NA,NA,"GO:1905907","negative regulation of amyloid fibril formation","2/25","12/15173",0.000170290642924745,0.0242152747566151,0.0162485481227627,"83433/11816",2,"GO_BP","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","negative regulation of amyloid fibril formation [GO_BP]",1.61591059890302
NA,NA,"GO:1900272","negative regulation of long-term synaptic potentiation","2/25","13/15173",0.000201049329160088,0.0242152747566151,0.0162485481227627,"22177/11816",2,"GO_BP","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","negative regulation of long-term synaptic potentiation [GO_BP]",1.61591059890302
NA,NA,"GO:1903977","positive regulation of glial cell migration","2/25","13/15173",0.000201049329160088,0.0242152747566151,0.0162485481227627,"83433/70839",2,"GO_BP","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","positive regulation of glial cell migration [GO_BP]",1.61591059890302
NA,NA,"GO:1903019","negative regulation of glycoprotein metabolic process","2/25","14/15173",0.0002343206848993,0.0254003622430841,0.0170437466595175,"16432/13010",2,"GO_BP","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","negative regulation of glycoprotein metabolic process [GO_BP]",1.59516008971665
NA,NA,"GO:1905906","regulation of amyloid fibril formation","2/25","16/15173",0.000308370627384266,0.0303885236440494,0.0203908233035911,"83433/11816",2,"GO_BP","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","regulation of amyloid fibril formation [GO_BP]",1.51729039859782
NA,NA,"GO:1900221","regulation of amyloid-beta clearance","2/25","17/15173",0.000349133867381252,0.0315384260201065,0.0211624124877584,"83433/11816",2,"GO_BP","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","regulation of amyloid-beta clearance [GO_BP]",1.50115998468624
NA,NA,"GO:0002281","macrophage activation involved in immune response","2/25","18/15173",0.000392379083322402,0.0327183789478064,0.021954165714638,"22177/83433",2,"GO_BP","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","macrophage activation involved in immune response [GO_BP]",1.48520822185471
NA,NA,"GO:0010875","positive regulation of cholesterol efflux","2/25","23/15173",0.000645568282820913,0.0497209460428095,0.0333629575797061,"83433/11816",2,"GO_BP","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","positive regulation of cholesterol efflux [GO_BP]",1.30346061660998
NA,NA,"GO:0097062","dendritic spine maintenance","2/25","25/15173",0.000763951973498974,0.0497209460428095,0.0333629575797061,"83433/11816",2,"GO_BP","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","dendritic spine maintenance [GO_BP]",1.30346061660998
NA,NA,"GO:1903975","regulation of glial cell migration","2/25","25/15173",0.000763951973498974,0.0497209460428095,0.0333629575797061,"83433/70839",2,"GO_BP","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","regulation of glial cell migration [GO_BP]",1.30346061660998
NA,NA,"GO:0050807","regulation of synapse organization","4/25","258/15173",0.000779756533881698,0.0497209460428095,0.0333629575797061,"52163/83433/11816/20692",4,"GO_BP","Transiently_Activated_Microglia","DOWN","Transiently_Activated_Microglia_DOWN","regulation of synapse organization [GO_BP]",1.30346061660998
"Human Diseases","Infectious disease: viral","mmu05168","Herpes simplex virus 1 infection - Mus musculus (house mouse)","6/12","159/6346",1.83740853277532e-07,1.26781188761497e-05,7.7364569801066e-06,"14964/12010/14972/20846/16149/20293",6,"KEGG","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","Herpes simplex virus 1 infection - Mus musculus (house mouse) [KEGG]",4.89694518039069
"Organismal Systems","Immune system","mmu04612","Antigen processing and presentation - Mus musculus (house mouse)","4/12","63/6346",4.11425477218872e-06,0.000141941789640511,8.66158899408153e-05,"14964/12010/14972/16149",4,"KEGG","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","Antigen processing and presentation - Mus musculus (house mouse) [KEGG]",3.84788972337021
"Human Diseases","Infectious disease: viral","mmu05167","Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse)","4/12","169/6346",0.000203308982659944,0.00467610660117871,0.0028534594057536,"14964/14972/20846/15162",4,"KEGG","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse) [KEGG]",2.33011559678822
"Human Diseases","Infectious disease: viral","mmu05169","Epstein-Barr virus infection - Mus musculus (house mouse)","4/12","183/6346",0.000276297507901355,0.00476613201129838,0.00290839482001427,"14964/12010/14972/20846",4,"KEGG","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","Epstein-Barr virus infection - Mus musculus (house mouse) [KEGG]",2.32183393282791
"Human Diseases","Infectious disease: viral","mmu05163","Human cytomegalovirus infection - Mus musculus (house mouse)","4/12","202/6346",0.000403518242702754,0.005568551749298,0.00339804835960214,"14964/12010/14972/20293",4,"KEGG","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","Human cytomegalovirus infection - Mus musculus (house mouse) [KEGG]",2.25425774002754
"Human Diseases","Infectious disease: viral","mmu05165","Human papillomavirus infection - Mus musculus (house mouse)","4/12","274/6346",0.00127837229072301,0.0144444365549576,0.00881430148281166,"14964/14972/20846/270118",4,"KEGG","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","Human papillomavirus infection - Mus musculus (house mouse) [KEGG]",1.84029939434213
"Human Diseases","Immune disease","mmu05320","Autoimmune thyroid disease - Mus musculus (house mouse)","2/12","34/6346",0.00177826439124937,0.0144444365549576,0.00881430148281166,"14964/14972",2,"KEGG","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","Autoimmune thyroid disease - Mus musculus (house mouse) [KEGG]",1.84029939434213
"Human Diseases","Immune disease","mmu05330","Allograft rejection - Mus musculus (house mouse)","2/12","34/6346",0.00177826439124937,0.0144444365549576,0.00881430148281166,"14964/14972",2,"KEGG","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","Allograft rejection - Mus musculus (house mouse) [KEGG]",1.84029939434213
"Human Diseases","Immune disease","mmu05332","Graft-versus-host disease - Mus musculus (house mouse)","2/12","35/6346",0.00188405694195099,0.0144444365549576,0.00881430148281166,"14964/14972",2,"KEGG","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","Graft-versus-host disease - Mus musculus (house mouse) [KEGG]",1.84029939434213
"Human Diseases","Endocrine and metabolic disease","mmu04940","Type I diabetes mellitus - Mus musculus (house mouse)","2/12","37/6346",0.00210444938559773,0.0145207007606243,0.00886083951830624,"14964/14972",2,"KEGG","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","Type I diabetes mellitus - Mus musculus (house mouse) [KEGG]",1.83801242432955
"Organismal Systems","Immune system","mmu04062","Chemokine signaling pathway - Mus musculus (house mouse)","3/12","160/6346",0.002926851920352,0.0183593438640262,0.0112032609391464,"20846/20293/15162",3,"KEGG","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","Chemokine signaling pathway - Mus musculus (house mouse) [KEGG]",1.7361428439041
"Human Diseases","Infectious disease: viral","mmu05170","Human immunodeficiency virus 1 infection - Mus musculus (house mouse)","3/12","185/6346",0.00441574878909131,0.025390555537275,0.0154938554003204,"14964/12010/14972",3,"KEGG","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","Human immunodeficiency virus 1 infection - Mus musculus (house mouse) [KEGG]",1.59532779679727
"Human Diseases","Cardiovascular disease","mmu05416","Viral myocarditis - Mus musculus (house mouse)","2/12","62/6346",0.00582033891012582,0.0306376170766355,0.0186957236165587,"14964/14972",2,"KEGG","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","Viral myocarditis - Mus musculus (house mouse) [KEGG]",1.51374501615146
"Human Diseases","Infectious disease: viral","mmu05166","Human T-cell leukemia virus 1 infection - Mus musculus (house mouse)","3/12","209/6346",0.00621632810250576,0.0306376170766355,0.0186957236165587,"14964/12010/14972",3,"KEGG","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","Human T-cell leukemia virus 1 infection - Mus musculus (house mouse) [KEGG]",1.51374501615146
"Organismal Systems","Immune system","mmu04658","Th1 and Th2 cell differentiation - Mus musculus (house mouse)","2/12","80/6346",0.00954406773666758,0.0439027115886709,0.0267903655766108,"20846/270118",2,"KEGG","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","Th1 and Th2 cell differentiation - Mus musculus (house mouse) [KEGG]",1.3575086553472
NA,NA,"R-MMU-1236977","Endosomal/Vacuolar pathway","2/16","11/6898",0.00027409309432024,0.0268611232433835,0.0207733713590077,"12010/14972",2,"Reactome","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","Endosomal/Vacuolar pathway [Reactome]",1.57087583052793
NA,NA,"R-MMU-1236974","ER-Phagosome pathway","2/16","20/6898",0.000935404640011441,0.0458348273605606,0.0354469126741178,"12010/14972",2,"Reactome","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","ER-Phagosome pathway [Reactome]",1.33880440010526
NA,NA,"GO:0002831","regulation of response to biotic stimulus","9/30","476/15173",2.17081186656286e-07,0.000188426470017656,0.000114938775671696,"14964/14972/20846/17084/434341/13211/16149/16363/547253",9,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","regulation of response to biotic stimulus [GO_BP]",3.72485808787485
NA,NA,"GO:0002478","antigen processing and presentation of exogenous peptide antigen","4/30","33/15173",4.88181704284228e-07,0.000211189136288545,0.000128823836469971,"14964/12010/14972/16149",4,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","antigen processing and presentation of exogenous peptide antigen [GO_BP]",3.67532842596439
NA,NA,"GO:0019882","antigen processing and presentation","5/30","92/15173",9.28404903197535e-07,0.000211189136288545,0.000128823836469971,"14964/12010/14972/16149/545030",5,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","antigen processing and presentation [GO_BP]",3.67532842596439
NA,NA,"GO:0019884","antigen processing and presentation of exogenous antigen","4/30","39/15173",9.73221826214493e-07,0.000211189136288545,0.000128823836469971,"14964/12010/14972/16149",4,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","antigen processing and presentation of exogenous antigen [GO_BP]",3.67532842596439
NA,NA,"GO:0002477","antigen processing and presentation of exogenous peptide antigen via MHC class Ib","3/30","12/15173",1.51618150999131e-06,0.000263209110134492,0.000160555642005396,"14964/12010/14972",3,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","antigen processing and presentation of exogenous peptide antigen via MHC class Ib [GO_BP]",3.57969908309506
NA,NA,"GO:0048002","antigen processing and presentation of peptide antigen","4/30","50/15173",2.6841711338432e-06,0.000388310090695983,0.000236866329881251,"14964/12010/14972/16149",4,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","antigen processing and presentation of peptide antigen [GO_BP]",3.41082132365266
NA,NA,"GO:0002833","positive regulation of response to biotic stimulus","7/30","350/15173",4.21734256551996e-06,0.000452515704961327,0.000276031287406679,"14964/14972/17084/434341/13211/16149/16363",7,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of response to biotic stimulus [GO_BP]",3.3443663436197
NA,NA,"GO:0034341","response to type II interferon","5/30","130/15173",5.12847667373568e-06,0.000452515704961327,0.000276031287406679,"20846/434341/16149/20293/547253",5,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","response to type II interferon [GO_BP]",3.3443663436197
NA,NA,"GO:0060760","positive regulation of response to cytokine stimulus","4/30","59/15173",5.23944655470164e-06,0.000452515704961327,0.000276031287406679,"434341/13211/16149/547253",4,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of response to cytokine stimulus [GO_BP]",3.3443663436197
NA,NA,"GO:0002428","antigen processing and presentation of peptide antigen via MHC class Ib","3/30","18/15173",5.57878280701612e-06,0.000452515704961327,0.000276031287406679,"14964/12010/14972",3,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","antigen processing and presentation of peptide antigen via MHC class Ib [GO_BP]",3.3443663436197
NA,NA,"GO:0060759","regulation of response to cytokine stimulus","5/30","133/15173",5.73464603061589e-06,0.000452515704961327,0.000276031287406679,"434341/13211/16149/547253/69922",5,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","regulation of response to cytokine stimulus [GO_BP]",3.3443663436197
NA,NA,"GO:0002475","antigen processing and presentation via MHC class Ib","3/30","21/15173",9.05652552852052e-06,0.000548324590162746,0.00033447401024965,"14964/12010/14972",3,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","antigen processing and presentation via MHC class Ib [GO_BP]",3.2609622773109
NA,NA,"GO:0002483","antigen processing and presentation of endogenous peptide antigen","3/30","21/15173",9.05652552852052e-06,0.000548324590162746,0.00033447401024965,"14964/12010/14972",3,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","antigen processing and presentation of endogenous peptide antigen [GO_BP]",3.2609622773109
NA,NA,"GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","3/30","21/15173",9.05652552852052e-06,0.000548324590162746,0.00033447401024965,"14964/12010/14972",3,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","antigen processing and presentation of endogenous peptide antigen via MHC class I [GO_BP]",3.2609622773109
NA,NA,"GO:0045088","regulation of innate immune response","7/30","396/15173",9.47565535995529e-06,0.000548324590162746,0.00033447401024965,"14964/14972/434341/13211/16149/16363/547253",7,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","regulation of innate immune response [GO_BP]",3.2609622773109
NA,NA,"GO:0060333","type II interferon-mediated signaling pathway","3/30","22/15173",1.04725143747447e-05,0.0005681339048299,0.000346557548058986,"20846/434341/547253",3,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","type II interferon-mediated signaling pathway [GO_BP]",3.24554929232605
NA,NA,"GO:0019883","antigen processing and presentation of endogenous antigen","3/30","23/15173",1.20273263898806e-05,0.000614101135671552,0.000374597224403093,"14964/12010/14972",3,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","antigen processing and presentation of endogenous antigen [GO_BP]",3.21176009946618
NA,NA,"GO:0050830","defense response to Gram-positive bacterium","4/30","82/15173",1.95099059375974e-05,0.000940811019657475,0.000573887876410029,"14964/12010/14972/15162",4,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","defense response to Gram-positive bacterium [GO_BP]",3.0264976043755
NA,NA,"GO:0002720","positive regulation of cytokine production involved in immune response","4/30","84/15173",2.14636682443321e-05,0.000980550738741066,0.000598128815894684,"14964/12010/14972/16149",4,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of cytokine production involved in immune response [GO_BP]",3.00852992878341
NA,NA,"GO:0001916","positive regulation of T cell mediated cytotoxicity","3/30","29/15173",2.46173488917307e-05,0.00106839294190111,0.000651711920660027,"14964/12010/14972",3,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of T cell mediated cytotoxicity [GO_BP]",2.9712689897105
NA,NA,"GO:0045824","negative regulation of innate immune response","4/30","89/15173",2.69748665571627e-05,0.00111496115102939,0.000680118189386108,"14964/14972/434341/547253",4,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","negative regulation of innate immune response [GO_BP]",2.95274026462254
NA,NA,"GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","3/30","31/15173",3.02025312110414e-05,0.00113981726483409,0.000695280237947544,"14964/12010/14972",3,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","antigen processing and presentation of peptide antigen via MHC class I [GO_BP]",2.94316476904548
NA,NA,"GO:0019731","antibacterial humoral response","3/30","31/15173",3.02025312110414e-05,0.00113981726483409,0.000695280237947544,"14964/12010/14972",3,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","antibacterial humoral response [GO_BP]",2.94316476904548
