"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","gene_set_db","cluster","direction","cluster_dir","Pathway","logp"
NA,NA,"GO:0045089","positive regulation of innate immune response","6/30","327/15173",3.67116137259591e-05,0.00132773669642219,0.000809909723866554,"14964/14972/434341/13211/16149/16363",6,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of innate immune response [GO_BP]",2.87688804140525
NA,NA,"GO:0042742","defense response to bacterium","5/30","202/15173",4.32592864763962e-05,0.0014603325040511,0.00089079220171926,"14964/12010/14972/672511/15162",5,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","defense response to bacterium [GO_BP]",2.83554824816518
NA,NA,"GO:0001914","regulation of T cell mediated cytotoxicity","3/30","35/15173",4.37426786927748e-05,0.0014603325040511,0.00089079220171926,"14964/12010/14972",3,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","regulation of T cell mediated cytotoxicity [GO_BP]",2.83554824816518
NA,NA,"GO:0019221","cytokine-mediated signaling pathway","6/30","350/15173",5.36496024223009e-05,0.00172473536676138,0.00105207602410984,"20846/434341/16149/20293/547253/69922",6,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","cytokine-mediated signaling pathway [GO_BP]",2.76327753106712
NA,NA,"GO:0036037","CD8-positive, alpha-beta T cell activation","3/30","38/15173",5.61557308023966e-05,0.00172653204900502,0.00105317198720534,"14964/14972/545030",3,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","CD8-positive, alpha-beta T cell activation [GO_BP]",2.76282535558453
NA,NA,"GO:0071346","cellular response to type II interferon","4/30","108/15173",5.76836744483243e-05,0.00172653204900502,0.00105317198720534,"20846/434341/20293/547253",4,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","cellular response to type II interferon [GO_BP]",2.76282535558453
NA,NA,"GO:0002718","regulation of cytokine production involved in immune response","4/30","116/15173",7.62296451555762e-05,0.002205577733168,0.00134538636888613,"14964/12010/14972/16149",4,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","regulation of cytokine production involved in immune response [GO_BP]",2.65647763138319
NA,NA,"GO:0002821","positive regulation of adaptive immune response","4/30","123/15173",9.5729708062541e-05,0.00262966731917927,0.00160407793056897,"14964/12010/14972/16149",4,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of adaptive immune response [GO_BP]",2.58009919089561
NA,NA,"GO:0001959","regulation of cytokine-mediated signaling pathway","4/30","124/15173",9.87851195795251e-05,0.00262966731917927,0.00160407793056897,"434341/16149/547253/69922",4,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","regulation of cytokine-mediated signaling pathway [GO_BP]",2.58009919089561
NA,NA,"GO:0001913","T cell mediated cytotoxicity","3/30","46/15173",9.99758312591198e-05,0.00262966731917927,0.00160407793056897,"14964/12010/14972",3,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","T cell mediated cytotoxicity [GO_BP]",2.58009919089561
NA,NA,"GO:0002702","positive regulation of production of molecular mediator of immune response","4/30","133/15173",0.000129568404521119,0.00330780515071564,0.00201773707350226,"14964/12010/14972/16149",4,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of production of molecular mediator of immune response [GO_BP]",2.48046008087926
NA,NA,"GO:0002367","cytokine production involved in immune response","4/30","135/15173",0.000137256150389265,0.00339932565486178,0.00207356391510487,"14964/12010/14972/16149",4,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","cytokine production involved in immune response [GO_BP]",2.46860722808103
NA,NA,"GO:0002832","negative regulation of response to biotic stimulus","4/30","138/15173",0.000149400898127594,0.00339932565486178,0.00207356391510487,"14964/14972/434341/547253",4,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","negative regulation of response to biotic stimulus [GO_BP]",2.46860722808103
NA,NA,"GO:0001961","positive regulation of cytokine-mediated signaling pathway","3/30","54/15173",0.000161626339208702,0.00339932565486178,0.00207356391510487,"434341/16149/547253",3,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of cytokine-mediated signaling pathway [GO_BP]",2.46860722808103
NA,NA,"GO:0001819","positive regulation of cytokine production","6/30","429/15173",0.000164553109320945,0.00339932565486178,0.00207356391510487,"14964/12010/14972/20846/13211/16149",6,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of cytokine production [GO_BP]",2.46860722808103
NA,NA,"GO:0031349","positive regulation of defense response","6/30","430/15173",0.000166652735781329,0.00339932565486178,0.00207356391510487,"14964/14972/434341/13211/16149/16363",6,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of defense response [GO_BP]",2.46860722808103
NA,NA,"GO:0002519","natural killer cell tolerance induction","2/30","10/15173",0.000168399773224719,0.00339932565486178,0.00207356391510487,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","natural killer cell tolerance induction [GO_BP]",2.46860722808103
NA,NA,"GO:0032639","TRAIL production","2/30","10/15173",0.000168399773224719,0.00339932565486178,0.00207356391510487,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","TRAIL production [GO_BP]",2.46860722808103
NA,NA,"GO:0032679","regulation of TRAIL production","2/30","10/15173",0.000168399773224719,0.00339932565486178,0.00207356391510487,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","regulation of TRAIL production [GO_BP]",2.46860722808103
NA,NA,"GO:0032759","positive regulation of TRAIL production","2/30","10/15173",0.000168399773224719,0.00339932565486178,0.00207356391510487,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of TRAIL production [GO_BP]",2.46860722808103
NA,NA,"GO:0002711","positive regulation of T cell mediated immunity","3/30","57/15173",0.000189901235511756,0.00374623346418646,0.00228517515460319,"14964/12010/14972",3,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of T cell mediated immunity [GO_BP]",2.42640516101084
NA,NA,"GO:0001788","antibody-dependent cellular cytotoxicity","2/30","11/15173",0.000205568910464216,0.0038789959626726,0.00236615931266592,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","antibody-dependent cellular cytotoxicity [GO_BP]",2.41128067242106
NA,NA,"GO:2000566","positive regulation of CD8-positive, alpha-beta T cell proliferation","2/30","11/15173",0.000205568910464216,0.0038789959626726,0.00236615931266592,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of CD8-positive, alpha-beta T cell proliferation [GO_BP]",2.41128067242106
NA,NA,"GO:0050792","regulation of viral process","4/30","155/15173",0.000233423056582939,0.00431087687476576,0.00262960352656704,"20846/17069/13211/16149",4,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","regulation of viral process [GO_BP]",2.36543438108335
NA,NA,"GO:0001912","positive regulation of leukocyte mediated cytotoxicity","3/30","64/15173",0.000267893605690641,0.00463112925324956,0.00282495514720413,"14964/12010/14972",3,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of leukocyte mediated cytotoxicity [GO_BP]",2.334313097825
NA,NA,"GO:0001794","type IIa hypersensitivity","2/30","13/15173",0.000290817829074282,0.00463112925324956,0.00282495514720413,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","type IIa hypersensitivity [GO_BP]",2.334313097825
NA,NA,"GO:0001796","regulation of type IIa hypersensitivity","2/30","13/15173",0.000290817829074282,0.00463112925324956,0.00282495514720413,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","regulation of type IIa hypersensitivity [GO_BP]",2.334313097825
NA,NA,"GO:0001798","positive regulation of type IIa hypersensitivity","2/30","13/15173",0.000290817829074282,0.00463112925324956,0.00282495514720413,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of type IIa hypersensitivity [GO_BP]",2.334313097825
NA,NA,"GO:0002445","type II hypersensitivity","2/30","13/15173",0.000290817829074282,0.00463112925324956,0.00282495514720413,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","type II hypersensitivity [GO_BP]",2.334313097825
NA,NA,"GO:0002892","regulation of type II hypersensitivity","2/30","13/15173",0.000290817829074282,0.00463112925324956,0.00282495514720413,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","regulation of type II hypersensitivity [GO_BP]",2.334313097825
NA,NA,"GO:0002894","positive regulation of type II hypersensitivity","2/30","13/15173",0.000290817829074282,0.00463112925324956,0.00282495514720413,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of type II hypersensitivity [GO_BP]",2.334313097825
NA,NA,"GO:0019730","antimicrobial humoral response","3/30","66/15173",0.000293447130102219,0.00463112925324956,0.00282495514720413,"14964/12010/14972",3,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","antimicrobial humoral response [GO_BP]",2.334313097825
NA,NA,"GO:0002729","positive regulation of natural killer cell cytokine production","2/30","14/15173",0.000338870483798917,0.0049854166091095,0.0030410678563935,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of natural killer cell cytokine production [GO_BP]",2.30229854377613
NA,NA,"GO:0042270","protection from natural killer cell mediated cytotoxicity","2/30","14/15173",0.000338870483798917,0.0049854166091095,0.0030410678563935,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","protection from natural killer cell mediated cytotoxicity [GO_BP]",2.30229854377613
NA,NA,"GO:0060330","regulation of response to type II interferon","2/30","14/15173",0.000338870483798917,0.0049854166091095,0.0030410678563935,"434341/547253",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","regulation of response to type II interferon [GO_BP]",2.30229854377613
NA,NA,"GO:0060334","regulation of type II interferon-mediated signaling pathway","2/30","14/15173",0.000338870483798917,0.0049854166091095,0.0030410678563935,"434341/547253",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","regulation of type II interferon-mediated signaling pathway [GO_BP]",2.30229854377613
NA,NA,"GO:0050777","negative regulation of immune response","4/30","176/15173",0.000378788790019958,0.00520131075366383,0.00317276171367076,"14964/14972/434341/547253",4,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","negative regulation of immune response [GO_BP]",2.28388719841325
NA,NA,"GO:0140888","interferon-mediated signaling pathway","3/30","72/15173",0.000379410572758196,0.00520131075366383,0.00317276171367076,"20846/434341/547253",3,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","interferon-mediated signaling pathway [GO_BP]",2.28388719841325
NA,NA,"GO:0002370","natural killer cell cytokine production","2/30","15/15173",0.000390523911622646,0.00520131075366383,0.00317276171367076,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","natural killer cell cytokine production [GO_BP]",2.28388719841325
NA,NA,"GO:0002727","regulation of natural killer cell cytokine production","2/30","15/15173",0.000390523911622646,0.00520131075366383,0.00317276171367076,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","regulation of natural killer cell cytokine production [GO_BP]",2.28388719841325
NA,NA,"GO:0002885","positive regulation of hypersensitivity","2/30","15/15173",0.000390523911622646,0.00520131075366383,0.00317276171367076,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of hypersensitivity [GO_BP]",2.28388719841325
NA,NA,"GO:0031343","positive regulation of cell killing","3/30","73/15173",0.000395144237488567,0.00520131075366383,0.00317276171367076,"14964/12010/14972",3,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of cell killing [GO_BP]",2.28388719841325
NA,NA,"GO:0009615","response to virus","5/30","324/15173",0.000395491370670291,0.00520131075366383,0.00317276171367076,"20846/13211/76933/545030/16363",5,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","response to virus [GO_BP]",2.28388719841325
NA,NA,"GO:0002700","regulation of production of molecular mediator of immune response","4/30","179/15173",0.000403853359160686,0.00523201068285784,0.00319148844709859,"14964/12010/14972/16149",4,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","regulation of production of molecular mediator of immune response [GO_BP]",2.28133137792892
NA,NA,"GO:0002486","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent","2/30","16/15173",0.000445764639972574,0.00544962968304499,0.00332423445376137,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent [GO_BP]",2.2636330081957
NA,NA,"GO:0002866","positive regulation of acute inflammatory response to antigenic stimulus","2/30","16/15173",0.000445764639972574,0.00544962968304499,0.00332423445376137,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of acute inflammatory response to antigenic stimulus [GO_BP]",2.2636330081957
NA,NA,"GO:2000564","regulation of CD8-positive, alpha-beta T cell proliferation","2/30","16/15173",0.000445764639972574,0.00544962968304499,0.00332423445376137,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","regulation of CD8-positive, alpha-beta T cell proliferation [GO_BP]",2.2636330081957
NA,NA,"GO:2001187","positive regulation of CD8-positive, alpha-beta T cell activation","2/30","16/15173",0.000445764639972574,0.00544962968304499,0.00332423445376137,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","positive regulation of CD8-positive, alpha-beta T cell activation [GO_BP]",2.2636330081957
NA,NA,"GO:0002819","regulation of adaptive immune response","4/30","189/15173",0.000496003595151779,0.00583966364994605,0.00356215233558436,"14964/12010/14972/16149",4,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","regulation of adaptive immune response [GO_BP]",2.23361216644567
NA,NA,"GO:0002476","antigen processing and presentation of endogenous peptide antigen via MHC class Ib","2/30","17/15173",0.000504579232426214,0.00583966364994605,0.00356215233558436,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","antigen processing and presentation of endogenous peptide antigen via MHC class Ib [GO_BP]",2.23361216644567
NA,NA,"GO:0002484","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway","2/30","17/15173",0.000504579232426214,0.00583966364994605,0.00356215233558436,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway [GO_BP]",2.23361216644567
NA,NA,"GO:0035740","CD8-positive, alpha-beta T cell proliferation","2/30","17/15173",0.000504579232426214,0.00583966364994605,0.00356215233558436,"14964/14972",2,"GO_BP","Homeostatic_Microglia","UP","Homeostatic_Microglia_UP","CD8-positive, alpha-beta T cell proliferation [GO_BP]",2.23361216644567
